kinase_id,HGNC_symbol,HGNC_ID,Name_hgnc,Is_phosphatase,Is_kinase_regulator,Is_anchoring_protein,Is_pseudokinase,Substrate_protein,Substrate_lipid,Substrate_nucleotide,Substrate_carbohydrate,Substrate_other,Group_hgnc,Group_ID_hgnc,Status_hgnc,Locus_type_hgnc,kinase_id_manning,manning_name,Group_manning,Family_manning,SubFamily_manning,Pseudogene_manning,Novelty_manning,InManning,Group_kinhub,Family_kinhub,SubFamily_kinhub,UniProt_kinhub,InKinHub,Group_match_manning_kinhub,Family_match_manning_kinhub,Group_consensus,Family_consensus,Metabolic_kegg,Lipid_kegg,Mouse_Symbol,Ensembl_Mouse
K0502,STYK1,HGNC:18889,serine/threonine/tyrosine kinase 1,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK530,,TK,TK-Unique,"",N,Novel,Y,TK,TK-Unique,"",Q6J9G0,Y,TRUE,TRUE,TK,TK-Unique,N,N,Styk1,ENSMUSG00000032899
K0503,STYXL1,HGNC:18165,serine/threonine/tyrosine interacting like 1,Y,N,N,N,N,N,N,N,N,MAP kinase phosphatases,895,Approved,gene with protein product,,,,,,,,N,,,,,N,,,MAP kinase phosphatases,MAP kinase phosphatases,N,N,Styxl1,ENSMUSG00000019178
K0504,SYK,HGNC:11491,spleen associated tyrosine kinase,N,N,N,N,Y,N,N,N,N,Syk family tyrosine kinases,1464,Approved,gene with protein product,SK363,SYK,TK,Syk,"",N,Known - Literature,Y,TK,Syk,"",P43405,Y,TRUE,TRUE,TK,Syk,N,N,Syk,ENSMUSG00000021457
K0505,SYNM,HGNC:24466,synemin,N,N,Y,N,N,N,N,N,N,A-kinase anchoring proteins,396,Approved,gene with protein product,,,,,,,,N,,,,,N,,,A-kinase anchoring proteins,A-kinase anchoring proteins,N,N,Synm,ENSMUSG00000030554
K0506,TAOK1,HGNC:29259,TAO kinase 1,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinases,654,Approved,gene with protein product,SK436,,STE,STE20,TAO,N,Known - Literature,Y,STE,STE20,TAO,Q7L7X3,Y,TRUE,TRUE,STE,STE20,N,N,Taok1,ENSMUSG00000017291
K0507,TAOK2,HGNC:16835,TAO kinase 2,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinases,654,Approved,gene with protein product,SK362,,STE,STE20,TAO,N,Known - Refseq,Y,STE,STE20,TAO,Q9UL54,Y,TRUE,TRUE,STE,STE20,N,N,Taok2,ENSMUSG00000059981
K0508,TAOK3,HGNC:18133,TAO kinase 3,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinases,654,Approved,gene with protein product,SK435,,STE,STE20,TAO,N,Known - Refseq,Y,STE,STE20,TAO,Q9H2K8,Y,TRUE,TRUE,STE,STE20,N,N,Taok3,ENSMUSG00000061288
K0509,TBK1,HGNC:11584,TANK binding kinase 1,N,N,N,N,Y,N,N,N,N,I kappa B kinases,1802,Approved,gene with protein product,SK531,TBK1,Other,IKK,"",N,Known - Refseq,Y,Other,IKK,"",Q9UHD2,Y,TRUE,TRUE,Other,IKK,N,Y,Tbk1,ENSMUSG00000020115
K0510,TEC,HGNC:11719,tec protein tyrosine kinase,N,N,N,N,Y,N,N,N,N,Tec family tyrosine kinases,1457,Approved,gene with protein product,SK366,TEC,TK,Tec,"",N,Known - Literature,Y,TK,Tec,"",P42680,Y,TRUE,TRUE,TK,Tec,N,N,Tec,ENSMUSG00000029217
K0511,TEK,HGNC:11724,TEK receptor tyrosine kinase,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK367,,TK,Tie,"",N,Known - Literature,Y,TK,Tie,"",Q02763,Y,TRUE,TRUE,TK,Tie,N,N,Tek,ENSMUSG00000006386
K0512,TESK1,HGNC:11731,testis associated actin remodelling kinase 1,N,N,N,N,Y,N,N,N,N,LIMK/TESK kinase family,1617,Approved,gene with protein product,SK368,TESK1,TKL,LISK,TESK,N,Known - Refseq,Y,TKL,LISK,TESK,Q15569,Y,TRUE,TRUE,TKL,LISK,N,N,Tesk1,ENSMUSG00000028458
K0513,TESK2,HGNC:11732,testis associated actin remodelling kinase 2,N,N,N,N,Y,N,N,N,N,LIMK/TESK kinase family,1617,Approved,gene with protein product,SK532,TESK2,TKL,LISK,TESK,N,Known - Refseq,Y,TKL,LISK,TESK,Q96S53,Y,TRUE,TRUE,TKL,LISK,N,N,Tesk2,ENSMUSG00000033985
K0514,TGFBR1,HGNC:11772,transforming growth factor beta receptor 1,N,N,N,N,Y,N,N,N,N,Type 1 receptor serine/threonine kinases,345,Approved,gene with protein product,SK029,TGFbR1,TKL,STKR,Type1,N,Known - Literature,Y,TKL,STKR,STKR1,P36897,Y,TRUE,TRUE,TKL,STKR,N,N,Tgfbr1,ENSMUSG00000007613
K0515,TGFBR2,HGNC:11773,transforming growth factor beta receptor 2,N,N,N,N,Y,N,N,N,N,Type 2 receptor serine/threonine kinases,346,Approved,gene with protein product,SK369,TGFbR2,TKL,STKR,Type2,N,Known - Literature,Y,TKL,STKR,STKR2,P37173,Y,TRUE,TRUE,TKL,STKR,N,N,Tgfbr2,ENSMUSG00000032440
K0516,TIE1,HGNC:11809,tyrosine kinase with immunoglobulin like and EGF like domains 1,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK370,TIE1,TK,Tie,"",N,Known - Literature,Y,TK,Tie,"",P35590,Y,TRUE,TRUE,TK,Tie,N,N,Tie1,ENSMUSG00000033191
K0517,TJP1,HGNC:11827,tight junction protein 1,N,N,N,Y,N,N,N,N,N,Membrane associated guanylate kinases,904,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Membrane associated guanylate kinases,Membrane associated guanylate kinases,N,N,Tjp1,ENSMUSG00000030516
K0518,TJP2,HGNC:11828,tight junction protein 2,N,N,N,Y,N,N,N,N,N,Membrane associated guanylate kinases,904,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Membrane associated guanylate kinases,Membrane associated guanylate kinases,N,N,Tjp2,ENSMUSG00000024812
K0519,TJP3,HGNC:11829,tight junction protein 3,N,N,N,Y,N,N,N,N,N,Membrane associated guanylate kinases,904,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Membrane associated guanylate kinases,Membrane associated guanylate kinases,N,N,Tjp3,ENSMUSG00000034917
K0520,TK1,HGNC:11830,thymidine kinase 1,N,N,N,N,N,N,Y,N,N,Deoxyribonucleoside kinases,1699,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Deoxyribonucleoside kinases,Deoxyribonucleoside kinases,Y,N,Tk1,ENSMUSG00000025574
K0521,TK2,HGNC:11831,thymidine kinase 2,N,N,N,N,N,N,Y,N,N,Deoxyribonucleoside kinases,1699,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Deoxyribonucleoside kinases,Deoxyribonucleoside kinases,Y,N,Tk2,ENSMUSG00000035824
K0522,TNK1,HGNC:11940,tyrosine kinase non receptor 1,N,N,N,N,Y,N,N,N,N,TNK family tyrosine kinases,1643,Approved,gene with protein product,SK375,TNK1,TK,Ack,"",N,Known - Refseq,Y,TK,Ack,"",Q13470,Y,TRUE,TRUE,TK,Ack,N,N,Tnk1,ENSMUSG00000001583
K0523,TNK2,HGNC:19297,tyrosine kinase non receptor 2,N,N,N,N,Y,N,N,N,N,TNK family tyrosine kinases,1643,Approved,gene with protein product,SK009,,TK,Ack,"",N,Known - Refseq,Y,TK,Ack,"",Q07912,Y,TRUE,TRUE,TK,Ack,N,N,Tnk2,ENSMUSG00000022791
K0524,TRIB1,HGNC:16891,tribbles pseudokinase 1,N,N,N,Y,Y,N,N,N,N,Tribbles pseudokinase family,3417,Approved,gene with protein product,SK014,,CAMK,Trbl,"",N,Known - Literature,Y,CAMK,Trbl,"",Q96RU8,Y,TRUE,TRUE,CAMK,Trbl,N,N,Trib1,ENSMUSG00000032501
K0525,TRIB2,HGNC:30809,tribbles pseudokinase 2,N,N,N,Y,Y,N,N,N,N,Tribbles pseudokinase family,3417,Approved,gene with protein product,SK160,,CAMK,Trbl,"",N,Known - Genbank,Y,CAMK,Trbl,"",Q92519,Y,TRUE,TRUE,CAMK,Trbl,N,N,Trib2,ENSMUSG00000020601
K0526,TRIB3,HGNC:16228,tribbles pseudokinase 3,N,N,N,Y,Y,N,N,N,N,Tribbles pseudokinase family,3417,Approved,gene with protein product,SK694,,CAMK,Trbl,"",N,Known - Refseq,Y,CAMK,Trbl,"",Q96RU7,Y,TRUE,TRUE,CAMK,Trbl,N,N,Trib3,ENSMUSG00000032715
K0527,TSSK1A,HGNC:11400,testis specific serine kinase 1A (pseudogene),N,N,N,N,Y,N,N,N,N,Testis specific serine kinase family,3450,Approved,pseudogene,,,,,,,,N,,,,,N,,,Testis specific serine kinase family,Testis specific serine kinase family,N,N,,
K0528,TSSK1B,HGNC:14968,testis specific serine kinase 1B,N,N,N,N,Y,N,N,N,N,Testis specific serine kinase family,3450,Approved,gene with protein product,SK705,,CAMK,TSSK,"",N,Known - Refseq,Y,CAMK,TSSK,"",Q9BXA7,Y,TRUE,TRUE,CAMK,TSSK,N,N,Tssk1,ENSMUSG00000041566
K0529,TSSK2,HGNC:11401,testis specific serine kinase 2,N,N,N,N,Y,N,N,N,N,Testis specific serine kinase family,3450,Approved,gene with protein product,SK474,TSSK2,CAMK,TSSK,"",N,Known - Genbank,Y,CAMK,TSSK,"",Q96PF2,Y,TRUE,TRUE,CAMK,TSSK,N,N,Tssk2,ENSMUSG00000045521
K0530,TSSK3,HGNC:15473,testis specific serine kinase 3,N,N,N,N,Y,N,N,N,N,Testis specific serine kinase family,3450,Approved,gene with protein product,SK471,TSSK3,CAMK,TSSK,"",N,Known - Genbank,Y,CAMK,TSSK,"",Q96PN8,Y,TRUE,TRUE,CAMK,TSSK,N,N,Tssk3,ENSMUSG00000000411
K0531,TSSK4,HGNC:19825,testis specific serine kinase 4,N,N,N,N,Y,N,N,N,N,Testis specific serine kinase family,3450,Approved,gene with protein product,SK534,TSSK4,CAMK,TSSK,"",N,Novel,Y,CAMK,TSSK,"",Q6SA08,Y,TRUE,TRUE,CAMK,TSSK,N,N,Tssk4,ENSMUSG00000007591
K0532,TSSK5P,HGNC:31931,"testis specific serine kinase 5, pseudogene",N,N,N,N,Y,N,N,N,N,Testis specific serine kinase family,3450,Approved,pseudogene,,,,,,,,N,,,,,N,,,Testis specific serine kinase family,Testis specific serine kinase family,N,N,,
K0533,TSSK6,HGNC:30410,testis specific serine kinase 6,N,N,N,N,Y,N,N,N,N,Testis specific serine kinase family,3450,Approved,gene with protein product,SK524,,CAMK,TSSK,"",N,Known - Refseq,Y,CAMK,TSSK,"",Q9BXA6,Y,TRUE,TRUE,CAMK,TSSK,N,N,Tssk6,ENSMUSG00000047654
K0534,TTC7A,HGNC:19750,tetratricopeptide repeat domain 7A,N,N,N,N,N,Y,N,N,N,PI4KA lipid kinase complex,1588,Approved,gene with protein product,,,,,,,,N,,,,,N,,,PI4KA lipid kinase complex,PI4KA lipid kinase complex,N,N,Ttc7,ENSMUSG00000036918
K0535,TTC7B,HGNC:19858,tetratricopeptide repeat domain 7B,N,N,N,N,N,Y,N,N,N,PI4KA lipid kinase complex,1588,Approved,gene with protein product,,,,,,,,N,,,,,N,,,PI4KA lipid kinase complex,PI4KA lipid kinase complex,N,N,Ttc7b,ENSMUSG00000033530
K0536,TTN,HGNC:12403,titin,N,N,N,N,Y,N,N,N,N,Myosin light chain kinase family,1668,Approved,gene with protein product,SK372,TTN,CAMK,MLCK,"",N,Known - Refseq,Y,CAMK,MLCK,"",Q8WZ42,Y,TRUE,TRUE,CAMK,MLCK,N,N,Ttn,ENSMUSG00000051747
K0537,TXK,HGNC:12434,TXK tyrosine kinase,N,N,N,N,Y,N,N,N,N,Tec family tyrosine kinases,1457,Approved,gene with protein product,SK384,TXK,TK,Tec,"",N,Known - Literature,Y,TK,Tec,"",P42681,Y,TRUE,TRUE,TK,Tec,N,N,Txk,ENSMUSG00000054892
K0538,TYK2,HGNC:12440,tyrosine kinase 2,N,N,N,N,Y,N,N,N,N,Jak family tyrosine kinases,1459,Approved,gene with protein product,SK385,TYK2,TK,JakA,"",N,Known - Literature,Y,TK,Jak,"",P29597,Y,TRUE,FALSE,TK,JakA,N,N,Tyk2,ENSMUSG00000032175
K0539,TYRO3,HGNC:12446,TYRO3 protein tyrosine kinase,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK386,TYRO3,TK,Axl,"",N,Known - Refseq,Y,TK,Axl,"",Q06418,Y,TRUE,TRUE,TK,Axl,N,N,Tyro3,ENSMUSG00000027298
K0540,WASF1,HGNC:12732,WASP family member 1,N,N,Y,N,N,N,N,N,N,A-kinase anchoring proteins,396,Approved,gene with protein product,,,,,,,,N,,,,,N,,,A-kinase anchoring proteins,A-kinase anchoring proteins,Y,N,Wasf1,ENSMUSG00000019831
K0541,WNK1,HGNC:14540,WNK lysine deficient protein kinase 1,N,N,N,N,Y,N,N,N,N,WNK lysine deficient protein kinases,1899,Approved,gene with protein product,SK508,Wnk1,Other,Wnk,"",N,Known - Refseq,Y,Other,WNK,"",Q9H4A3,Y,TRUE,TRUE,Other,Wnk,N,N,Wnk1,ENSMUSG00000045962
K0542,WNK2,HGNC:14542,WNK lysine deficient protein kinase 2,N,N,N,N,Y,N,N,N,N,WNK lysine deficient protein kinases,1899,Approved,gene with protein product,SK016,Wnk2,Other,Wnk,"",N,Known - Literature,Y,Other,WNK,"",Q9Y3S1,Y,TRUE,TRUE,Other,Wnk,N,N,Wnk2,ENSMUSG00000037989
K0543,WNK3,HGNC:14543,WNK lysine deficient protein kinase 3,N,N,N,N,Y,N,N,N,N,WNK lysine deficient protein kinases,1899,Approved,gene with protein product,SK641,Wnk3,Other,Wnk,"",N,Known - Literature,Y,Other,WNK,"",Q9BYP7,Y,TRUE,TRUE,Other,Wnk,N,N,Wnk3,ENSMUSG00000041245
K0544,WNK4,HGNC:14544,WNK lysine deficient protein kinase 4,N,N,N,N,Y,N,N,N,N,WNK lysine deficient protein kinases,1899,Approved,gene with protein product,SK588,Wnk4,Other,Wnk,"",N,Known - Refseq,Y,Other,WNK,"",Q96J92,Y,TRUE,TRUE,Other,Wnk,N,N,Wnk4,ENSMUSG00000035112
K0545,YES1,HGNC:12841,"YES proto-oncogene 1, Src family tyrosine kinase",N,N,N,N,Y,N,N,N,N,Src family tyrosine kinases,1388,Approved,gene with protein product,SK393,,TK,Src,"",N,Known - Literature,Y,TK,Src,"",P07947,Y,TRUE,TRUE,TK,Src,N,N,Yes1,ENSMUSG00000014932
K0546,ZAP70,HGNC:12858,zeta chain of T cell receptor associated protein kinase 70,N,N,N,N,Y,N,N,N,N,Syk family tyrosine kinases,1464,Approved,gene with protein product,SK397,ZAP70,TK,Syk,"",N,Known - Literature,Y,TK,Syk,"",P43403,Y,TRUE,TRUE,TK,Syk,N,N,Zap70,ENSMUSG00000026117
