ensembl_gene_id,external_gene_name,description,hgnc_symbol,hgnc_id,go_id
ENSG00000163491,NEK10,NIMA related kinase 10,NEK10,18592,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005576;GO:0006468;GO:0016301;GO:0016740;GO:0031954;GO:0043406;GO:0046872;GO:0070372;GO:0106310;GO:0120197;GO:1902749;GO:1902911
ENSG00000114670,NEK11,NIMA related kinase 11,NEK11,18593,GO:0000166;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005730;GO:0006468;GO:0016301;GO:0016740;GO:0031573;GO:0035556;GO:0046872;GO:0106310;GO:1901990
ENSG00000117650,NEK2,NIMA related kinase 2,NEK2,7745,GO:0000070;GO:0000166;GO:0000278;GO:0000775;GO:0000776;GO:0000793;GO:0000794;GO:0000922;GO:0001824;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005694;GO:0005730;GO:0005737;GO:0005813;GO:0005829;GO:0005856;GO:0005874;GO:0005886;GO:0005929;GO:0006468;GO:0007059;GO:0007088;GO:0015630;GO:0016301;GO:0016740;GO:0019903;GO:0030496;GO:0031981;GO:0032206;GO:0032991;GO:0036064;GO:0045171;GO:0046602;GO:0046777;GO:0046872;GO:0051225;GO:0051299;GO:0051301;GO:0051321;GO:0051988;GO:0090307;GO:0106310;GO:1903126
ENSG00000136098,NEK3,NIMA related kinase 3,NEK3,7746,GO:0000166;GO:0000278;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0006468;GO:0016301;GO:0016740;GO:0030424;GO:0042995;GO:0046872;GO:0051301;GO:0106310
ENSG00000114904,NEK4,NIMA related kinase 4,NEK4,11399,GO:0000166;GO:0000278;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0005829;GO:0005929;GO:0006468;GO:0006974;GO:0016301;GO:0016740;GO:0030145;GO:0035253;GO:0035869;GO:0036064;GO:0042995;GO:0045893;GO:0046872;GO:0051301;GO:0097014;GO:0106310;GO:2000772
ENSG00000197168,NEK5,NIMA related kinase 5,NEK5,7748,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005929;GO:0006468;GO:0016301;GO:0016740;GO:0031514;GO:0036126;GO:0042995;GO:0046872;GO:0051155;GO:0106310
ENSG00000119408,NEK6,NIMA related kinase 6,NEK6,7749,GO:0000166;GO:0000287;GO:0000922;GO:0001222;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005813;GO:0005829;GO:0005856;GO:0005874;GO:0006468;GO:0006915;GO:0007052;GO:0007059;GO:0007077;GO:0007346;GO:0016301;GO:0016607;GO:0016740;GO:0018105;GO:0019894;GO:0019901;GO:0030071;GO:0031625;GO:0032991;GO:0033044;GO:0034451;GO:0043123;GO:0046777;GO:0046872;GO:0051225;GO:0051301;GO:0106310;GO:0140297;GO:2000772
ENSG00000151414,NEK7,NIMA related kinase 7,NEK7,13386,GO:0000166;GO:0000922;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005813;GO:0005815;GO:0005856;GO:0005874;GO:0006468;GO:0007346;GO:0009306;GO:0016301;GO:0016740;GO:0032206;GO:0032731;GO:0032741;GO:0033044;GO:0035655;GO:0035865;GO:0044546;GO:0046872;GO:0050729;GO:0051225;GO:0051604;GO:0070269;GO:0070498;GO:0106310;GO:0140677;GO:1900227
ENSG00000160602,NEK8,NIMA related kinase 8,NEK8,13387,GO:0000166;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005813;GO:0005856;GO:0005929;GO:0006468;GO:0007368;GO:0007507;GO:0009887;GO:0016301;GO:0016740;GO:0035330;GO:0042995;GO:0046872;GO:0048513;GO:0097543;GO:0097546;GO:0106310
ENSG00000119638,NEK9,NIMA related kinase 9,NEK9,18591,GO:0000166;GO:0000278;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005813;GO:0005829;GO:0006468;GO:0007346;GO:0016301;GO:0016740;GO:0019901;GO:0030295;GO:0046872;GO:0051301;GO:0106310;GO:1900227
ENSG00000177453,NIM1K,NIM1 serine/threonine protein kinase,NIM1K,28646,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005524;GO:0006468;GO:0016301;GO:0016740;GO:0035556;GO:0046872;GO:0106310
ENSG00000087095,NLK,nemo like kinase,NLK,29858,GO:0000165;GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0004707;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006355;GO:0006468;GO:0007165;GO:0007179;GO:0007223;GO:0009966;GO:0016055;GO:0016301;GO:0016740;GO:0018107;GO:0030178;GO:0031625;GO:0031669;GO:0033554;GO:0035556;GO:0038202;GO:0042169;GO:0046872;GO:0050821;GO:0061462;GO:0071470;GO:0106310;GO:0140297;GO:1904262;GO:1904263;GO:1904894
ENSG00000239672,NME1,NME/NM23 nucleoside diphosphate kinase 1,NME1,7849,GO:0000166;GO:0000287;GO:0003677;GO:0003723;GO:0004520;GO:0004536;GO:0004550;GO:0004673;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005769;GO:0005829;GO:0006183;GO:0006228;GO:0006241;GO:0006308;GO:0006309;GO:0006720;GO:0006897;GO:0007399;GO:0007595;GO:0008285;GO:0008296;GO:0009117;GO:0009132;GO:0009142;GO:0016020;GO:0016301;GO:0016740;GO:0016776;GO:0019003;GO:0030154;GO:0030879;GO:0032587;GO:0034214;GO:0042304;GO:0042802;GO:0042981;GO:0043024;GO:0043531;GO:0046042;GO:0046356;GO:0046872;GO:0047887;GO:0050679;GO:0070062;GO:0120225;GO:0120226;GO:1905502
ENSG00000011052,NME1-NME2,NME1-NME2 readthrough,NME1-NME2,33531,GO:0000166;GO:0004550;GO:0005524;GO:0006183;GO:0006228;GO:0006241;GO:0009117;GO:0009142;GO:0016301;GO:0016740;GO:0046872
ENSG00000243678,NME2,NME/NM23 nucleoside diphosphate kinase 2,NME2,7850,GO:0000166;GO:0001216;GO:0001726;GO:0003677;GO:0004550;GO:0004673;GO:0005515;GO:0005524;GO:0005576;GO:0005634;GO:0005737;GO:0005829;GO:0006183;GO:0006228;GO:0006241;GO:0007155;GO:0007229;GO:0009117;GO:0009142;GO:0016301;GO:0016740;GO:0019003;GO:0030027;GO:0034774;GO:0042304;GO:0042802;GO:0042981;GO:0042995;GO:0043066;GO:0045618;GO:0045682;GO:0045893;GO:0045944;GO:0046042;GO:0046872;GO:0048471;GO:0050679;GO:0051880;GO:0070062;GO:0071944;GO:0120225;GO:1904813;GO:2000144
ENSG00000103024,NME3,NME/NM23 nucleoside diphosphate kinase 3,NME3,7851,GO:0000166;GO:0004550;GO:0005515;GO:0005524;GO:0005737;GO:0005739;GO:0005741;GO:0005829;GO:0005856;GO:0006183;GO:0006228;GO:0006235;GO:0006241;GO:0006281;GO:0006915;GO:0007399;GO:0008053;GO:0009117;GO:0009142;GO:0016020;GO:0016301;GO:0016740;GO:0019003;GO:0030552;GO:0034214;GO:0036064;GO:0042995;GO:0043531;GO:0046872;GO:0070300;GO:0160204;GO:1990626
ENSG00000103202,NME4,NME/NM23 nucleoside diphosphate kinase 4,NME4,7852,GO:0000166;GO:0004550;GO:0005515;GO:0005524;GO:0005543;GO:0005739;GO:0005741;GO:0005743;GO:0005758;GO:0005759;GO:0006183;GO:0006228;GO:0006241;GO:0006869;GO:0008289;GO:0009116;GO:0009117;GO:0016020;GO:0016301;GO:0016740;GO:0034214;GO:0044877;GO:0046872;GO:0051020;GO:0120010;GO:0140339;GO:0160204;GO:1901612
ENSG00000172113,NME6,NME/NM23 nucleoside diphosphate kinase 6,NME6,20567,GO:0000166;GO:0004550;GO:0005515;GO:0005524;GO:0005739;GO:0005743;GO:0005759;GO:0006183;GO:0006228;GO:0006241;GO:0006915;GO:0009117;GO:0010138;GO:0016301;GO:0016740;GO:0030308;GO:0045839;GO:0046872
ENSG00000143156,NME7,NME/NM23 family member 7,NME7,20461,GO:0000166;GO:0000931;GO:0003351;GO:0004550;GO:0004672;GO:0005515;GO:0005524;GO:0005576;GO:0005634;GO:0005654;GO:0005737;GO:0005813;GO:0005819;GO:0005829;GO:0005856;GO:0005879;GO:0005886;GO:0005929;GO:0006183;GO:0006228;GO:0006241;GO:0006308;GO:0007224;GO:0007368;GO:0007420;GO:0008296;GO:0008408;GO:0010968;GO:0016301;GO:0016740;GO:0016787;GO:0030317;GO:0031514;GO:0036064;GO:0036126;GO:0042073;GO:0042995;GO:0043113;GO:0060271;GO:0060972;GO:0160111;GO:1990830
ENSG00000106733,NMRK1,nicotinamide riboside kinase 1,NMRK1,26057,GO:0000166;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0006741;GO:0009435;GO:0016301;GO:0016740;GO:0019363;GO:0019674;GO:0034317;GO:0034355;GO:0046495;GO:0046872;GO:0050262;GO:0055086;GO:0061769
ENSG00000077009,NMRK2,nicotinamide riboside kinase 2,NMRK2,17871,GO:0000166;GO:0005515;GO:0005524;GO:0005654;GO:0005737;GO:0005829;GO:0005886;GO:0006741;GO:0009435;GO:0016301;GO:0016740;GO:0019363;GO:0019674;GO:0034317;GO:0034355;GO:0045662;GO:0046495;GO:0046872;GO:0050262;GO:0061769
ENSG00000162408,NOL9,nucleolar protein 9,NOL9,26265,GO:0000166;GO:0000448;GO:0000460;GO:0003723;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005730;GO:0006364;GO:0006396;GO:0016020;GO:0016301;GO:0016740;GO:0045111;GO:0046404;GO:0051731;GO:0051736
ENSG00000169418,NPR1,natriuretic peptide receptor 1,NPR1,7943,GO:0000166;GO:0001653;GO:0004383;GO:0004672;GO:0005524;GO:0005525;GO:0005886;GO:0006182;GO:0006468;GO:0007166;GO:0007168;GO:0007186;GO:0007589;GO:0008015;GO:0008217;GO:0008528;GO:0009190;GO:0010753;GO:0016020;GO:0016525;GO:0016829;GO:0016849;GO:0016941;GO:0017046;GO:0019934;GO:0030308;GO:0035556;GO:0035810;GO:0035815;GO:0042417;GO:0042562;GO:0043114;GO:0043235;GO:0048662;GO:0097746;GO:1990620
ENSG00000159899,NPR2,natriuretic peptide receptor 2,NPR2,7944,GO:0000165;GO:0000166;GO:0001503;GO:0001541;GO:0001549;GO:0001568;GO:0001570;GO:0001945;GO:0001958;GO:0001964;GO:0001974;GO:0002062;GO:0003417;GO:0004383;GO:0004672;GO:0005515;GO:0005524;GO:0005525;GO:0005634;GO:0005737;GO:0005886;GO:0005929;GO:0006182;GO:0006468;GO:0007033;GO:0007168;GO:0007173;GO:0007268;GO:0007281;GO:0007283;GO:0007338;GO:0007409;GO:0007605;GO:0008015;GO:0008217;GO:0009190;GO:0009611;GO:0009725;GO:0016020;GO:0016829;GO:0016849;GO:0016941;GO:0017046;GO:0019228;GO:0021562;GO:0021647;GO:0021675;GO:0030540;GO:0034699;GO:0035108;GO:0035112;GO:0035264;GO:0035483;GO:0035556;GO:0035988;GO:0036342;GO:0042562;GO:0042802;GO:0043005;GO:0045202;GO:0046068;GO:0048546;GO:0048565;GO:0048599;GO:0048668;GO:0048745;GO:0050872;GO:0051216;GO:0051276;GO:0051321;GO:0051402;GO:0051447;GO:0060173;GO:0060348;GO:0060385;GO:0060466;GO:0061042;GO:0061939;GO:0071321;GO:0071774;GO:0097011;GO:0097194;GO:0098868;GO:1900194;GO:1901653;GO:1902074;GO:1903537
ENSG00000115216,NRBP1,nuclear receptor binding protein 1,NRBP1,7993,GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005654;GO:0005737;GO:0005938;GO:0006468;GO:0006888;GO:0006974;GO:0012505;GO:0016020;GO:0030027;GO:0042803;GO:0042995
ENSG00000185189,NRBP2,nuclear receptor binding protein 2,NRBP2,19339,GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0006468;GO:0006974;GO:0007399;GO:0016242;GO:0030182;GO:0043524
ENSG00000123572,NRK,Nik related kinase,NRK,25391,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0006468;GO:0016020;GO:0016301;GO:0016740;GO:0046330;GO:0106310
ENSG00000198400,NTRK1,neurotrophic receptor tyrosine kinase 1,NTRK1,8031,GO:0000166;GO:0004672;GO:0004713;GO:0004714;GO:0005004;GO:0005030;GO:0005166;GO:0005515;GO:0005524;GO:0005737;GO:0005739;GO:0005768;GO:0005769;GO:0005770;GO:0005886;GO:0006468;GO:0007169;GO:0007283;GO:0007399;GO:0007411;GO:0007611;GO:0007623;GO:0008285;GO:0009410;GO:0009986;GO:0010008;GO:0010465;GO:0010623;GO:0010976;GO:0016020;GO:0016301;GO:0016740;GO:0018108;GO:0019900;GO:0021553;GO:0030154;GO:0030183;GO:0030424;GO:0030425;GO:0031175;GO:0031667;GO:0031901;GO:0031902;GO:0032991;GO:0035094;GO:0038083;GO:0038180;GO:0042490;GO:0042802;GO:0042803;GO:0043025;GO:0043066;GO:0043068;GO:0043121;GO:0043235;GO:0043524;GO:0043547;GO:0046579;GO:0046777;GO:0048011;GO:0048013;GO:0048406;GO:0048485;GO:0048666;GO:0048678;GO:0050965;GO:0050966;GO:0051092;GO:0051402;GO:0051599;GO:0051602;GO:0051897;GO:0051965;GO:0051968;GO:0055037;GO:0055038;GO:0060009;GO:0060384;GO:0060385;GO:0061368;GO:0070374;GO:0071316;GO:0071363;GO:1990090
ENSG00000148053,NTRK2,neurotrophic receptor tyrosine kinase 2,NTRK2,8032,GO:0000166;GO:0001570;GO:0001764;GO:0002020;GO:0004672;GO:0004713;GO:0004714;GO:0005030;GO:0005515;GO:0005524;GO:0005737;GO:0005768;GO:0005769;GO:0005829;GO:0005886;GO:0006468;GO:0007154;GO:0007169;GO:0007399;GO:0007612;GO:0007623;GO:0007631;GO:0008284;GO:0010008;GO:0010628;GO:0010976;GO:0014047;GO:0014069;GO:0016020;GO:0016301;GO:0016740;GO:0019227;GO:0021954;GO:0021987;GO:0022011;GO:0030154;GO:0030182;GO:0030424;GO:0030425;GO:0031547;GO:0031901;GO:0038179;GO:0042490;GO:0042803;GO:0042995;GO:0043087;GO:0043121;GO:0043195;GO:0043197;GO:0043235;GO:0043410;GO:0043524;GO:0043679;GO:0045202;GO:0046548;GO:0046777;GO:0046872;GO:0048403;GO:0048471;GO:0048709;GO:0048935;GO:0050772;GO:0051896;GO:0051897;GO:0051965;GO:0060041;GO:0060175;GO:0060291;GO:0071230;GO:0071363;GO:0099183;GO:1902430;GO:1990416;GO:2000811
ENSG00000140538,NTRK3,neurotrophic receptor tyrosine kinase 3,NTRK3,8033,GO:0000166;GO:0001764;GO:0002039;GO:0004672;GO:0004713;GO:0004714;GO:0005004;GO:0005030;GO:0005515;GO:0005524;GO:0005737;GO:0005886;GO:0006468;GO:0007154;GO:0007169;GO:0007399;GO:0007507;GO:0007623;GO:0008284;GO:0010628;GO:0010976;GO:0016020;GO:0016301;GO:0016740;GO:0019227;GO:0022011;GO:0030154;GO:0030335;GO:0030424;GO:0038179;GO:0042490;GO:0043065;GO:0043121;GO:0043235;GO:0043410;GO:0045211;GO:0045471;GO:0046872;GO:0048013;GO:0048513;GO:0048665;GO:0048677;GO:0048678;GO:0048691;GO:0048712;GO:0048731;GO:0050927;GO:0051412;GO:0051897;GO:0051965;GO:0070306;GO:0071300;GO:0090102;GO:0097107;GO:0098978;GO:1905606;GO:1990090;GO:2000177
ENSG00000074590,NUAK1,NUAK family kinase 1,NUAK1,14311,GO:0000166;GO:0001650;GO:0002039;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0006468;GO:0006974;GO:0007155;GO:0015630;GO:0016301;GO:0016740;GO:0030155;GO:0042127;GO:0046872;GO:0106310;GO:1901796;GO:2000772
ENSG00000163545,NUAK2,NUAK family kinase 2,NUAK2,29558,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0006468;GO:0006915;GO:0016301;GO:0016740;GO:0030036;GO:0034504;GO:0035330;GO:0042149;GO:0043066;GO:0046872;GO:0106310
ENSG00000154358,OBSCN,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",OBSCN,15719,GO:0000166;GO:0004672;GO:0004674;GO:0005085;GO:0005515;GO:0005516;GO:0005524;GO:0005546;GO:0005547;GO:0005634;GO:0005737;GO:0005829;GO:0005886;GO:0006468;GO:0008289;GO:0008307;GO:0010314;GO:0016020;GO:0016301;GO:0016604;GO:0016740;GO:0030016;GO:0030018;GO:0030154;GO:0030506;GO:0031430;GO:0031432;GO:0032266;GO:0036309;GO:0042383;GO:0043325;GO:0045214;GO:0046872;GO:0051056;GO:0070273;GO:0106310;GO:1902531;GO:1902936
ENSG00000172939,OXSR1,oxidative stress responsive kinase 1,OXSR1,8508,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0006468;GO:0006884;GO:0006979;GO:0007165;GO:0007231;GO:0009410;GO:0010820;GO:0016301;GO:0016740;GO:0019870;GO:0019901;GO:0035556;GO:0038116;GO:0038146;GO:0042592;GO:0042802;GO:0044325;GO:0046777;GO:0046872;GO:0070062;GO:0070294;GO:0071470;GO:0071474;GO:0071476;GO:0071805;GO:0099106;GO:0106310;GO:1901380;GO:1990869
ENSG00000124507,PACSIN1,protein kinase C and casein kinase substrate in neurons 1,PACSIN1,8570,GO:0005515;GO:0005543;GO:0005737;GO:0005768;GO:0005829;GO:0005886;GO:0006897;GO:0007010;GO:0007015;GO:0008092;GO:0008289;GO:0016020;GO:0016301;GO:0030100;GO:0030137;GO:0030659;GO:0031410;GO:0032587;GO:0042802;GO:0042995;GO:0043005;GO:0043679;GO:0045202;GO:0045806;GO:0048471;GO:0048488;GO:0048666;GO:0048812;GO:0072657;GO:0072659;GO:0097320;GO:0098684;GO:0098833;GO:1900006
ENSG00000149269,PAK1,p21 (RAC1) activated kinase 1,PAK1,8590,GO:0000166;GO:0001666;GO:0001726;GO:0002223;GO:0003824;GO:0004672;GO:0004674;GO:0005515;GO:0005518;GO:0005524;GO:0005634;GO:0005654;GO:0005694;GO:0005737;GO:0005813;GO:0005829;GO:0005856;GO:0005884;GO:0005886;GO:0005911;GO:0005925;GO:0006338;GO:0006468;GO:0006887;GO:0006915;GO:0006974;GO:0007169;GO:0008284;GO:0009267;GO:0010763;GO:0014704;GO:0016020;GO:0016301;GO:0016477;GO:0016740;GO:0019901;GO:0021549;GO:0030010;GO:0030018;GO:0030027;GO:0030036;GO:0030335;GO:0030424;GO:0030425;GO:0031116;GO:0031267;GO:0031965;GO:0032587;GO:0032869;GO:0032956;GO:0032991;GO:0033148;GO:0035556;GO:0038096;GO:0042060;GO:0042802;GO:0042995;GO:0043015;GO:0043408;GO:0045773;GO:0046628;GO:0048012;GO:0048013;GO:0048754;GO:0048812;GO:0050770;GO:0051496;GO:0060244;GO:0061052;GO:0070161;GO:0090063;GO:0090314;GO:0106310;GO:0110053;GO:1903608;GO:1904707;GO:1904754
ENSG00000180370,PAK2,p21 (RAC1) activated kinase 2,PAK2,8591,GO:0000166;GO:0002223;GO:0003300;GO:0003824;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0005886;GO:0005911;GO:0005925;GO:0006468;GO:0006469;GO:0006915;GO:0007165;GO:0007169;GO:0009267;GO:0014069;GO:0016020;GO:0016301;GO:0016477;GO:0016607;GO:0016740;GO:0019901;GO:0030141;GO:0030296;GO:0031267;GO:0034333;GO:0035556;GO:0042802;GO:0043066;GO:0043408;GO:0045296;GO:0046777;GO:0046872;GO:0048010;GO:0048471;GO:0050770;GO:0051493;GO:0051497;GO:0051604;GO:0060996;GO:0070830;GO:0071560;GO:0097194;GO:0098978;GO:0106310;GO:0110053;GO:0150105;GO:1900119;GO:2001238
ENSG00000077264,PAK3,p21 (RAC1) activated kinase 3,PAK3,8592,GO:0000165;GO:0000166;GO:0002223;GO:0003824;GO:0004672;GO:0004674;GO:0004708;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0005886;GO:0006468;GO:0007169;GO:0007409;GO:0009267;GO:0014069;GO:0016301;GO:0016358;GO:0016477;GO:0016740;GO:0017124;GO:0030833;GO:0031267;GO:0032956;GO:0035556;GO:0043408;GO:0046872;GO:0048013;GO:0050770;GO:0050808;GO:0060996;GO:0060997;GO:0098978;GO:0099175;GO:0106310;GO:0110053
ENSG00000130669,PAK4,p21 (RAC1) activated kinase 4,PAK4,16059,GO:0000166;GO:0001558;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005794;GO:0005829;GO:0005912;GO:0005925;GO:0006468;GO:0006915;GO:0007010;GO:0007165;GO:0009267;GO:0016301;GO:0016477;GO:0016740;GO:0030674;GO:0035556;GO:0043408;GO:0045766;GO:0050821;GO:0060996;GO:0098609;GO:0098641;GO:0106310;GO:0120183;GO:2000352
ENSG00000101349,PAK5,p21 (RAC1) activated kinase 5,PAK5,15916,GO:0000166;GO:0001558;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005829;GO:0005886;GO:0006468;GO:0006915;GO:0007010;GO:0007165;GO:0007612;GO:0007613;GO:0007626;GO:0008283;GO:0009267;GO:0016301;GO:0016477;GO:0016740;GO:0031965;GO:0035556;GO:0043408;GO:0045202;GO:0106310;GO:2001237
ENSG00000137843,PAK6,p21 (RAC1) activated kinase 6,PAK6,16061,GO:0000166;GO:0001650;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006355;GO:0006468;GO:0006915;GO:0007010;GO:0007612;GO:0007613;GO:0007626;GO:0009267;GO:0014069;GO:0016301;GO:0016740;GO:0030054;GO:0035556;GO:0043408;GO:0045296;GO:0106310;GO:0140058;GO:1990138
ENSG00000129116,PALLD,"palladin, cytoskeletal associated protein",PALLD,17068,GO:0004674;GO:0016301
ENSG00000152520,PAN3,poly(A) specific ribonuclease subunit PAN3,PAN3,29991,GO:0000166;GO:0000288;GO:0000289;GO:0000290;GO:0000932;GO:0003723;GO:0004535;GO:0004672;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006397;GO:0006468;GO:0006605;GO:0008143;GO:0008270;GO:0010606;GO:0031251;GO:0046872
ENSG00000152782,PANK1,pantothenate kinase 1,PANK1,8598,GO:0000166;GO:0004594;GO:0005524;GO:0005634;GO:0005730;GO:0005737;GO:0005768;GO:0005829;GO:0015937;GO:0016301;GO:0016740;GO:0030136;GO:0031410;GO:0042803;GO:0055037;GO:0071944;GO:1905502
ENSG00000125779,PANK2,pantothenate kinase 2,PANK2,15894,GO:0000166;GO:0001525;GO:0004594;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005739;GO:0005758;GO:0005829;GO:0007005;GO:0007286;GO:0009060;GO:0015937;GO:0015939;GO:0016020;GO:0016301;GO:0016740;GO:0019217;GO:0051881;GO:0090207;GO:1904251
ENSG00000120137,PANK3,pantothenate kinase 3,PANK3,19365,GO:0000166;GO:0004594;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0015937;GO:0016301;GO:0016310;GO:0016740;GO:0019842;GO:0042803;GO:1905502
ENSG00000138801,PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1,PAPSS1,8603,GO:0000103;GO:0000166;GO:0001501;GO:0003824;GO:0004020;GO:0004781;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0016301;GO:0016740;GO:0016779;GO:0042803;GO:0050428
ENSG00000198682,PAPSS2,3'-phosphoadenosine 5'-phosphosulfate synthase 2,PAPSS2,8604,GO:0000103;GO:0000166;GO:0003824;GO:0004020;GO:0004781;GO:0005515;GO:0005524;GO:0005634;GO:0005829;GO:0016301;GO:0016740;GO:0016779;GO:0042445;GO:0050428
ENSG00000115687,PASK,PAS domain containing serine/threonine kinase,PASK,17270,GO:0000166;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006468;GO:0008289;GO:0016301;GO:0016740;GO:0035091;GO:0035556;GO:0043576;GO:0045719;GO:0045727;GO:0046777;GO:0070092;GO:0097009;GO:0106310
ENSG00000168078,PBK,PDZ binding kinase,PBK,18282,GO:0000166;GO:0000278;GO:0004672;GO:0004674;GO:0004708;GO:0004713;GO:0005515;GO:0005524;GO:0005634;GO:0006468;GO:0016301;GO:0016740;GO:0032435;GO:0032873;GO:0034644;GO:0043161;GO:0050728;GO:0051403;GO:0106310
ENSG00000124253,PCK1,phosphoenolpyruvate carboxykinase 1,PCK1,8724,GO:0000166;GO:0000287;GO:0004611;GO:0004613;GO:0005525;GO:0005737;GO:0005739;GO:0005783;GO:0005829;GO:0006006;GO:0006094;GO:0006107;GO:0006607;GO:0006629;GO:0009617;GO:0010447;GO:0016301;GO:0016740;GO:0016829;GO:0016831;GO:0017076;GO:0018105;GO:0019543;GO:0030145;GO:0031406;GO:0032868;GO:0032869;GO:0036316;GO:0042593;GO:0042594;GO:0043382;GO:0043648;GO:0045542;GO:0045944;GO:0046166;GO:0046327;GO:0046872;GO:0046889;GO:0046890;GO:0051365;GO:0051604;GO:0070062;GO:0070365;GO:0071333;GO:0071549;GO:0072350;GO:0106264
ENSG00000285241,PCK2,"phosphoenolpyruvate carboxykinase 2, mitochondrial",PCK2,8725,GO:0000166;GO:0004611;GO:0004613;GO:0005515;GO:0005525;GO:0005739;GO:0005759;GO:0006094;GO:0006107;GO:0016301;GO:0016829;GO:0016831;GO:0017076;GO:0019543;GO:0030145;GO:0032869;GO:0042594;GO:0046327;GO:0046872;GO:0070365;GO:0071333;GO:0071549
ENSG00000100889,PCK2,"phosphoenolpyruvate carboxykinase 2, mitochondrial",PCK2,8725,GO:0000166;GO:0004611;GO:0004613;GO:0005515;GO:0005525;GO:0005739;GO:0005759;GO:0006094;GO:0006107;GO:0016301;GO:0016829;GO:0016831;GO:0017076;GO:0019543;GO:0030145;GO:0032024;GO:0032496;GO:0032869;GO:0042594;GO:0042866;GO:0046327;GO:0046872;GO:0070365;GO:0071333;GO:0071356;GO:0071548;GO:0071549
ENSG00000134853,PDGFRA,platelet derived growth factor receptor alpha,PDGFRA,8803,GO:0000166;GO:0001553;GO:0001701;GO:0001775;GO:0002244;GO:0004672;GO:0004713;GO:0004714;GO:0005018;GO:0005021;GO:0005161;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005789;GO:0005794;GO:0005829;GO:0005886;GO:0005902;GO:0005929;GO:0006468;GO:0006935;GO:0007169;GO:0008210;GO:0008284;GO:0008585;GO:0009653;GO:0009887;GO:0009897;GO:0009986;GO:0010544;GO:0016020;GO:0016301;GO:0016477;GO:0016604;GO:0016740;GO:0018108;GO:0023019;GO:0030054;GO:0030198;GO:0030324;GO:0030325;GO:0030335;GO:0030539;GO:0032956;GO:0032991;GO:0033327;GO:0034614;GO:0035790;GO:0038085;GO:0038091;GO:0042060;GO:0042475;GO:0042803;GO:0042995;GO:0043235;GO:0044877;GO:0046777;GO:0048008;GO:0048146;GO:0048407;GO:0048557;GO:0048701;GO:0048704;GO:0048705;GO:0050850;GO:0050872;GO:0050921;GO:0051897;GO:0055003;GO:0060021;GO:0060325;GO:0060326;GO:0061298;GO:0070374;GO:0070527;GO:0071230;GO:0072277;GO:0160185;GO:1990270;GO:2000739
