ensembl_gene_id,external_gene_name,description,mgi_id,go_id
ENSMUSG00000004864,Mapk13,mitogen-activated protein kinase 13,1346864,GO:0000165;GO:0000166;GO:0001784;GO:0004672;GO:0004674;GO:0004707;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005769;GO:0005770;GO:0005794;GO:0005901;GO:0005925;GO:0006468;GO:0006970;GO:0016301;GO:0016740;GO:0031143;GO:0031663;GO:0032755;GO:0032872;GO:0034644;GO:0035556;GO:0042473;GO:0043330;GO:0050729;GO:0051403;GO:0051493;GO:0060020;GO:0061308;GO:0070161;GO:0070301;GO:0071347;GO:0072584;GO:0072709;GO:0072740;GO:0090170;GO:0106310;GO:1903936;GO:2000641
ENSMUSG00000053436,Mapk14,mitogen-activated protein kinase 14,1346865,GO:0000077;GO:0000165;GO:0000166;GO:0000902;GO:0000922;GO:0001502;GO:0001525;GO:0001649;GO:0001890;GO:0002021;GO:0002062;GO:0004672;GO:0004674;GO:0004707;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005829;GO:0006006;GO:0006355;GO:0006357;GO:0006366;GO:0006468;GO:0006915;GO:0006974;GO:0007165;GO:0007178;GO:0007519;GO:0010628;GO:0010831;GO:0016301;GO:0016607;GO:0016740;GO:0019395;GO:0019899;GO:0019903;GO:0030278;GO:0030316;GO:0031098;GO:0031663;GO:0032495;GO:0032496;GO:0032735;GO:0032868;GO:0033209;GO:0035331;GO:0035556;GO:0035924;GO:0035994;GO:0038066;GO:0042307;GO:0042770;GO:0045648;GO:0045663;GO:0045944;GO:0046323;GO:0046326;GO:0048010;GO:0048273;GO:0048863;GO:0051146;GO:0051403;GO:0051525;GO:0051604;GO:0060043;GO:0060045;GO:0060348;GO:0070269;GO:0071222;GO:0071223;GO:0071356;GO:0071479;GO:0071493;GO:0090090;GO:0090336;GO:0090400;GO:0098586;GO:0098978;GO:0099179;GO:0106310;GO:1900015;GO:1901741;GO:1904784;GO:2000379
ENSMUSG00000063704,Mapk15,mitogen-activated protein kinase 15,2652894,GO:0000165;GO:0000166;GO:0003400;GO:0003682;GO:0004672;GO:0004674;GO:0004707;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005776;GO:0005794;GO:0005814;GO:0005819;GO:0005856;GO:0005911;GO:0005923;GO:0006468;GO:0006974;GO:0007029;GO:0008284;GO:0010506;GO:0016301;GO:0016740;GO:0030336;GO:0031410;GO:0032206;GO:0035556;GO:0036064;GO:0042995;GO:0045944;GO:0046777;GO:0070161;GO:0072687;GO:0090494;GO:0106310;GO:1902017;GO:1904491;GO:1905188;GO:1905832
ENSMUSG00000063065,Mapk3,mitogen-activated protein kinase 3,1346859,GO:0000045;GO:0000165;GO:0000166;GO:0001784;GO:0002841;GO:0004672;GO:0004674;GO:0004707;GO:0005515;GO:0005524;GO:0005634;GO:0005635;GO:0005654;GO:0005737;GO:0005739;GO:0005769;GO:0005770;GO:0005794;GO:0005829;GO:0005856;GO:0005886;GO:0005901;GO:0005925;GO:0005929;GO:0006351;GO:0006468;GO:0006915;GO:0006974;GO:0007165;GO:0007166;GO:0007173;GO:0008286;GO:0009887;GO:0009893;GO:0010468;GO:0010507;GO:0010508;GO:0010759;GO:0014032;GO:0014044;GO:0015630;GO:0016020;GO:0016301;GO:0016740;GO:0019233;GO:0019902;GO:0030278;GO:0030509;GO:0030641;GO:0030878;GO:0031143;GO:0031663;GO:0031669;GO:0032206;GO:0032435;GO:0032496;GO:0032872;GO:0034198;GO:0035556;GO:0036064;GO:0038133;GO:0038202;GO:0042473;GO:0042552;GO:0042770;GO:0042802;GO:0043330;GO:0045944;GO:0048009;GO:0048538;GO:0050804;GO:0050821;GO:0050868;GO:0051090;GO:0051216;GO:0051403;GO:0051493;GO:0060020;GO:0060324;GO:0060425;GO:0060440;GO:0061308;GO:0061514;GO:0070161;GO:0070371;GO:0070374;GO:0070498;GO:0070849;GO:0071260;GO:0071356;GO:0072584;GO:0080090;GO:0090170;GO:0090370;GO:0098792;GO:0098978;GO:0106310;GO:0120041;GO:0140297;GO:0150078;GO:1904262;GO:1904417;GO:2000641
ENSMUSG00000024558,Mapk4,mitogen-activated protein kinase 4,2444559,GO:0000165;GO:0000166;GO:0001784;GO:0004672;GO:0004674;GO:0004707;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005769;GO:0005770;GO:0005794;GO:0005901;GO:0005925;GO:0006468;GO:0016301;GO:0016740;GO:0019901;GO:0031143;GO:0031663;GO:0032872;GO:0035556;GO:0042473;GO:0042803;GO:0043330;GO:0046982;GO:0051493;GO:0060020;GO:0061308;GO:0070161;GO:0072584;GO:0090170;GO:0106310;GO:2000641
ENSMUSG00000042688,Mapk6,mitogen-activated protein kinase 6,1354946,GO:0000165;GO:0000166;GO:0004672;GO:0004674;GO:0004707;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006468;GO:0007165;GO:0016301;GO:0016740;GO:0019901;GO:0032156;GO:0032991;GO:0035556;GO:0046982;GO:0060999;GO:0106310
ENSMUSG00000001034,Mapk7,mitogen-activated protein kinase 7,1346347,GO:0000165;GO:0000166;GO:0004672;GO:0004674;GO:0004707;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006468;GO:0007165;GO:0016301;GO:0016605;GO:0016740;GO:0030154;GO:0033173;GO:0034115;GO:0034392;GO:0035556;GO:0043066;GO:0045765;GO:0045944;GO:0051019;GO:0051247;GO:0060761;GO:0070301;GO:0070885;GO:0071363;GO:0071499;GO:0071560;GO:0106310;GO:0141124;GO:1902176;GO:2000352;GO:2001240
ENSMUSG00000021936,Mapk8,mitogen-activated protein kinase 8,1346861,GO:0000165;GO:0000166;GO:0001503;GO:0001764;GO:0002102;GO:0004672;GO:0004674;GO:0004705;GO:0004707;GO:0004712;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005829;GO:0006302;GO:0006468;GO:0006914;GO:0006979;GO:0007229;GO:0007254;GO:0009411;GO:0009612;GO:0010468;GO:0010507;GO:0010628;GO:0016301;GO:0016740;GO:0018105;GO:0019899;GO:0019903;GO:0030424;GO:0031398;GO:0032436;GO:0032880;GO:0034198;GO:0034599;GO:0034614;GO:0035033;GO:0042752;GO:0042826;GO:0043005;GO:0043065;GO:0043066;GO:0043488;GO:0044546;GO:0045202;GO:0046686;GO:0048263;GO:0048511;GO:0048813;GO:0050804;GO:0051247;GO:0051403;GO:0061157;GO:0061833;GO:0070212;GO:0070301;GO:0071222;GO:0071260;GO:0071732;GO:0071803;GO:0097009;GO:0097150;GO:0097190;GO:0097300;GO:0097441;GO:0098685;GO:0106310;GO:0120283;GO:1900227;GO:1990166;GO:2000017;GO:2001235
ENSMUSG00000020366,Mapk9,mitogen-activated protein kinase 9,1346862,GO:0000166;GO:0004672;GO:0004674;GO:0004705;GO:0004707;GO:0004712;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005739;GO:0005829;GO:0005886;GO:0006468;GO:0007254;GO:0010628;GO:0010744;GO:0016301;GO:0016607;GO:0016740;GO:0031398;GO:0032436;GO:0034614;GO:0042752;GO:0043488;GO:0046686;GO:0048511;GO:0050804;GO:0061157;GO:0061833;GO:0071803;GO:0090594;GO:0097190;GO:0098685;GO:0106310;GO:1900017;GO:2001235
ENSMUSG00000016528,Mapkapk2,MAP kinase-activated protein kinase 2,109298,GO:0000165;GO:0000166;GO:0002224;GO:0004672;GO:0004674;GO:0004683;GO:0005515;GO:0005516;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005813;GO:0005829;GO:0006468;GO:0006954;GO:0006974;GO:0009931;GO:0016301;GO:0016740;GO:0032496;GO:0032675;GO:0032680;GO:0032760;GO:0034097;GO:0035556;GO:0035924;GO:0036064;GO:0038066;GO:0044351;GO:0048010;GO:0048255;GO:0048839;GO:0051019;GO:0060907;GO:0070935;GO:0106310
ENSMUSG00000032577,Mapkapk3,mitogen-activated protein kinase-activated protein kinase 3,2143163,GO:0000165;GO:0000166;GO:0002224;GO:0004672;GO:0004674;GO:0004683;GO:0005516;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0006468;GO:0009931;GO:0016301;GO:0016740;GO:0032496;GO:0034097;GO:0035556;GO:0044351;GO:0051019;GO:0106310
ENSMUSG00000029454,Mapkapk5,MAP kinase-activated protein kinase 5,1333110,GO:0000166;GO:0002039;GO:0004672;GO:0004674;GO:0004683;GO:0005515;GO:0005516;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006417;GO:0006468;GO:0007265;GO:0009931;GO:0016301;GO:0016740;GO:0032007;GO:0032156;GO:0032206;GO:0032991;GO:0045944;GO:0046777;GO:0051019;GO:0060999;GO:0090400;GO:0106310;GO:1902531
ENSMUSG00000026620,Mark1,MAP/microtubule affinity regulating kinase 1,2664902,GO:0000166;GO:0000287;GO:0001764;GO:0001786;GO:0004672;GO:0004674;GO:0005524;GO:0005546;GO:0005737;GO:0005856;GO:0005886;GO:0006468;GO:0008289;GO:0010628;GO:0010629;GO:0010719;GO:0010975;GO:0016020;GO:0016055;GO:0016301;GO:0016740;GO:0030425;GO:0035556;GO:0042995;GO:0046872;GO:0050321;GO:0050773;GO:0051654;GO:0070300;GO:0098794;GO:0098978;GO:0106310;GO:0150052
ENSMUSG00000024969,Mark2,MAP/microtubule affinity regulating kinase 2,99638,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005524;GO:0005654;GO:0005737;GO:0005856;GO:0005884;GO:0005886;GO:0006468;GO:0008289;GO:0010976;GO:0016020;GO:0016055;GO:0016301;GO:0016328;GO:0016740;GO:0030010;GO:0030154;GO:0030425;GO:0035556;GO:0042995;GO:0045197;GO:0050770;GO:0070507;GO:0097427;GO:0106310
ENSMUSG00000007411,Mark3,MAP/microtubule affinity regulating kinase 3,1341865,GO:0000166;GO:0000226;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005886;GO:0006468;GO:0010389;GO:0016020;GO:0016301;GO:0016740;GO:0019903;GO:0030425;GO:0035331;GO:0035556;GO:0042995;GO:0050321;GO:0106310;GO:1900181
ENSMUSG00000030397,Mark4,MAP/microtubule affinity regulating kinase 4,1920955,GO:0000166;GO:0000226;GO:0000930;GO:0001578;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0005813;GO:0005815;GO:0005829;GO:0005856;GO:0006468;GO:0007399;GO:0008017;GO:0008093;GO:0015630;GO:0016301;GO:0016740;GO:0030030;GO:0030425;GO:0030496;GO:0035556;GO:0036064;GO:0042995;GO:0043005;GO:0043015;GO:0044782;GO:0045724;GO:0045787;GO:0046605;GO:0046785;GO:0050321;GO:0051301;GO:0061523;GO:0106310;GO:1900227;GO:1904781
ENSMUSG00000053693,Mast1,microtubule associated serine/threonine kinase 1,1861901,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005856;GO:0005886;GO:0006468;GO:0007010;GO:0007420;GO:0008017;GO:0015630;GO:0016020;GO:0016301;GO:0016740;GO:0030424;GO:0030425;GO:0032502;GO:0035556;GO:0042995;GO:0043005;GO:0043025;GO:0046872;GO:0106310
ENSMUSG00000003810,Mast2,microtubule associated serine/threonine kinase 2,894676,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0006468;GO:0008017;GO:0016020;GO:0016301;GO:0016740;GO:0019902;GO:0032502;GO:0046872
ENSMUSG00000031833,Mast3,microtubule associated serine/threonine kinase 3,2683541,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0006468;GO:0007010;GO:0015630;GO:0016301;GO:0016740;GO:0035556;GO:0106310
ENSMUSG00000034751,Mast4,microtubule associated serine/threonine kinase family member 4,1918885,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0006468;GO:0007010;GO:0015630;GO:0016301;GO:0016740;GO:0035556;GO:0046872;GO:0106310
ENSMUSG00000026779,Mastl,microtubule associated serine/threonine kinase-like,1914371,GO:0000086;GO:0000166;GO:0000278;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005813;GO:0005856;GO:0006468;GO:0006974;GO:0007147;GO:0007346;GO:0015630;GO:0016301;GO:0016740;GO:0032154;GO:0035556;GO:0044325;GO:0051301;GO:0051321;GO:0051721;GO:0051726;GO:0106310
ENSMUSG00000004933,Matk,megakaryocyte-associated tyrosine kinase,99259,GO:0000166;GO:0004672;GO:0004713;GO:0004715;GO:0005515;GO:0005524;GO:0005737;GO:0006468;GO:0016020;GO:0016301;GO:0016740
ENSMUSG00000035683,Melk,maternal embryonic leucine zipper kinase,106924,GO:0000166;GO:0004672;GO:0004674;GO:0004713;GO:0004715;GO:0005509;GO:0005515;GO:0005524;GO:0005737;GO:0005886;GO:0005938;GO:0006468;GO:0006915;GO:0008283;GO:0008289;GO:0008631;GO:0016020;GO:0016301;GO:0016740;GO:0030097;GO:0043065;GO:0046777;GO:0061351;GO:0106310
ENSMUSG00000014361,Mertk,MER proto-oncogene tyrosine kinase,96965,GO:0000166;GO:0001750;GO:0001779;GO:0001818;GO:0004672;GO:0004713;GO:0004714;GO:0005515;GO:0005524;GO:0005615;GO:0005737;GO:0005886;GO:0006468;GO:0006909;GO:0007169;GO:0007276;GO:0007283;GO:0007399;GO:0016020;GO:0016301;GO:0016477;GO:0016740;GO:0030168;GO:0032940;GO:0034446;GO:0043235;GO:0043277;GO:0046649;GO:0050766;GO:0051250;GO:0051649;GO:0051897;GO:0060041;GO:0060068;GO:0097350;GO:2000107
ENSMUSG00000009376,Met,met proto-oncogene,96969,GO:0000166;GO:0001886;GO:0001889;GO:0004672;GO:0004713;GO:0004714;GO:0005008;GO:0005515;GO:0005524;GO:0006468;GO:0007169;GO:0009925;GO:0010468;GO:0016020;GO:0016301;GO:0016740;GO:0017154;GO:0019903;GO:0022603;GO:0031116;GO:0035024;GO:0042593;GO:0042802;GO:0045944;GO:0048012;GO:0048468;GO:0048754;GO:0050918;GO:0051497;GO:0061436;GO:0070495;GO:0071526;GO:1901299;GO:2001028
ENSMUSG00000020827,Mink1,misshapen-like kinase 1 (zebrafish),1355329,GO:0000165;GO:0000166;GO:0001952;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0005794;GO:0006468;GO:0007268;GO:0007420;GO:0014069;GO:0016301;GO:0016740;GO:0022407;GO:0030036;GO:0030334;GO:0030424;GO:0030425;GO:0042995;GO:0043408;GO:0045060;GO:0045202;GO:0046330;GO:0046777;GO:0048812;GO:0048813;GO:0106310;GO:1900745;GO:2000311
ENSMUSG00000028708,Mknk1,MAP kinase-interacting serine/threonine kinase 1,894316,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0006417;GO:0006468;GO:0016301;GO:0016740;GO:0046872
ENSMUSG00000020190,Mknk2,MAP kinase-interacting serine/threonine kinase 2,894279,GO:0000166;GO:0004672;GO:0004674;GO:0004683;GO:0005515;GO:0005516;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0006417;GO:0006468;GO:0006915;GO:0009931;GO:0016301;GO:0016604;GO:0016605;GO:0016740;GO:0030097;GO:0035556;GO:0046872;GO:0071243;GO:0097192;GO:0106310
ENSMUSG00000012519,Mlkl,mixed lineage kinase domain-like,1921818,GO:0000166;GO:0004672;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0005886;GO:0006468;GO:0007166;GO:0012501;GO:0016020;GO:0019901;GO:0030054;GO:0044877;GO:0051607;GO:0070207;GO:0070266;GO:0097527;GO:0097528
ENSMUSG00000003948,Mmd,monocyte to macrophage differentiation-associated,1914718,GO:0004672;GO:0005764;GO:0005765;GO:0005768;GO:0005794;GO:0016020;GO:0031902;GO:0032880;GO:0045666;GO:0140911
ENSMUSG00000039533,Mmd2,monocyte to macrophage differentiation-associated 2,1922354,GO:0000139;GO:0004672;GO:0005794;GO:0012505;GO:0016020;GO:0032880;GO:0045666;GO:0046579;GO:0046872;GO:0048471;GO:0140911
ENSMUSG00000006262,Mob1b,MOB kinase activator 1B,1915723,GO:0005634;GO:0005737;GO:0016301;GO:0019209;GO:0019900;GO:0030295;GO:0031952;GO:0035329;GO:0046872
ENSMUSG00000028709,Mob3c,MOB kinase activator 3C,2140623,GO:0005634;GO:0005737;GO:0007165;GO:0016301;GO:0030295;GO:0046872
ENSMUSG00000056458,Mok,MOK protein kinase,1336881,GO:0000166;GO:0004672;GO:0004674;GO:0004693;GO:0005524;GO:0005634;GO:0005737;GO:0005929;GO:0006468;GO:0016301;GO:0016740;GO:0035556;GO:0042995;GO:0046872;GO:0051726;GO:0097546;GO:0106310
ENSMUSG00000078365,Mos,Moloney sarcoma oncogene,97052,GO:0000165;GO:0000166;GO:0000212;GO:0001556;GO:0004672;GO:0004674;GO:0004709;GO:0005524;GO:0005737;GO:0006325;GO:0006468;GO:0007165;GO:0016301;GO:0016740;GO:0040020;GO:0043410;GO:0051296;GO:0070374;GO:0106310;GO:1902103
ENSMUSG00000052373,Mpp3,"membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)",1328354,GO:0005515;GO:0005886;GO:0005912;GO:0016020;GO:0016301;GO:0030165;GO:0070161
ENSMUSG00000032584,Mst1r,macrophage stimulating 1 receptor (c-met-related tyrosine kinase),99614,GO:0000166;GO:0001725;GO:0002376;GO:0004672;GO:0004713;GO:0004714;GO:0005515;GO:0005524;GO:0005773;GO:0005886;GO:0006468;GO:0006909;GO:0007169;GO:0007399;GO:0009615;GO:0016020;GO:0016301;GO:0016477;GO:0016740;GO:0019899;GO:0043235;GO:0045087;GO:0051897
ENSMUSG00000028991,Mtor,mechanistic target of rapamycin kinase,1928394,GO:0000045;GO:0000139;GO:0000166;GO:0000822;GO:0001002;GO:0001003;GO:0001006;GO:0001156;GO:0001558;GO:0002181;GO:0002296;GO:0003007;GO:0003179;GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0005634;GO:0005635;GO:0005737;GO:0005739;GO:0005741;GO:0005764;GO:0005765;GO:0005783;GO:0005789;GO:0005794;GO:0005829;GO:0005886;GO:0006112;GO:0006207;GO:0006446;GO:0006511;GO:0006954;GO:0006974;GO:0007010;GO:0007040;GO:0007281;GO:0008284;GO:0008286;GO:0008361;GO:0009267;GO:0009408;GO:0009615;GO:0009791;GO:0009891;GO:0010506;GO:0010507;GO:0010508;GO:0010592;GO:0010718;GO:0010831;GO:0012505;GO:0016020;GO:0016236;GO:0016242;GO:0016301;GO:0016605;GO:0016740;GO:0019216;GO:0019228;GO:0030030;GO:0030307;GO:0030425;GO:0030838;GO:0031146;GO:0031346;GO:0031410;GO:0031641;GO:0031648;GO:0031667;GO:0031669;GO:0031670;GO:0031929;GO:0031931;GO:0031932;GO:0032868;GO:0032869;GO:0032956;GO:0033173;GO:0034198;GO:0035264;GO:0038202;GO:0038203;GO:0042752;GO:0042802;GO:0043022;GO:0043066;GO:0043200;GO:0043491;GO:0044325;GO:0044877;GO:0045335;GO:0045670;GO:0045727;GO:0045792;GO:0045821;GO:0045824;GO:0045945;GO:0045947;GO:0045948;GO:0046627;GO:0046872;GO:0046889;GO:0048266;GO:0048709;GO:0048714;GO:0048738;GO:0050795;GO:0050882;GO:0051155;GO:0051219;GO:0051496;GO:0051549;GO:0051896;GO:0051897;GO:0055006;GO:0055013;GO:0060048;GO:0061431;GO:0062027;GO:0070885;GO:0071230;GO:0071233;GO:0071456;GO:0071470;GO:0090559;GO:0106310;GO:0120035;GO:0140367;GO:1900029;GO:1900181;GO:1901838;GO:1902554;GO:1903691;GO:1903940;GO:1904059;GO:1904262;GO:1904263;GO:1905671;GO:1905672;GO:1905857;GO:1990253;GO:2000059;GO:2000060;GO:2000785
ENSMUSG00000057280,Musk,"muscle, skeletal, receptor tyrosine kinase",103581,GO:0000166;GO:0001934;GO:0004672;GO:0004713;GO:0004714;GO:0005515;GO:0005524;GO:0005886;GO:0006355;GO:0006468;GO:0007167;GO:0007169;GO:0007528;GO:0008582;GO:0010604;GO:0016020;GO:0016301;GO:0016601;GO:0016740;GO:0017147;GO:0030154;GO:0030165;GO:0031594;GO:0035022;GO:0043113;GO:0043235;GO:0045202;GO:0045211;GO:0046872;GO:0071340;GO:0080120;GO:0097049;GO:0099645;GO:1904395;GO:2000541;GO:2000673
ENSMUSG00000041939,Mvk,mevalonate kinase,107624,GO:0000166;GO:0000287;GO:0004496;GO:0005524;GO:0005737;GO:0005777;GO:0005829;GO:0006629;GO:0006694;GO:0006695;GO:0008202;GO:0008203;GO:0008299;GO:0016126;GO:0016301;GO:0016740;GO:0019287;GO:0042802;GO:0046872;GO:0050728
ENSMUSG00000060180,Myh13,"myosin, heavy polypeptide 13, skeletal muscle",1339967,GO:0000166;GO:0003779;GO:0004674;GO:0005524;GO:0005737;GO:0009267;GO:0016301;GO:0016459;GO:0030016;GO:0032982
ENSMUSG00000022836,Mylk,"myosin, light polypeptide kinase",894806,GO:0000166;GO:0001725;GO:0003779;GO:0004672;GO:0004674;GO:0004687;GO:0005515;GO:0005516;GO:0005524;GO:0005737;GO:0005856;GO:0005886;GO:0005911;GO:0006468;GO:0006939;GO:0014820;GO:0015629;GO:0016301;GO:0016740;GO:0019899;GO:0030027;GO:0030335;GO:0032060;GO:0032154;GO:0035865;GO:0042995;GO:0045202;GO:0046872;GO:0051928;GO:0060414;GO:0071277;GO:0071466;GO:0071476;GO:0090303;GO:0097110;GO:0098969;GO:1900242
ENSMUSG00000027470,Mylk2,"myosin, light polypeptide kinase 2, skeletal muscle",2139434,GO:0000166;GO:0004672;GO:0004674;GO:0004687;GO:0005515;GO:0005516;GO:0005524;GO:0005634;GO:0005737;GO:0006468;GO:0006941;GO:0007165;GO:0007274;GO:0010628;GO:0014816;GO:0016301;GO:0016740;GO:0032027;GO:0032971;GO:0035914;GO:0045202;GO:0055007;GO:0055008
ENSMUSG00000031698,Mylk3,myosin light chain kinase 3,2443063,GO:0000166;GO:0004672;GO:0004674;GO:0004683;GO:0004687;GO:0005524;GO:0005737;GO:0005829;GO:0006468;GO:0007165;GO:0015629;GO:0016301;GO:0016740;GO:0045214;GO:0048769;GO:0055003;GO:0060298;GO:0071347;GO:1905075;GO:1905710
ENSMUSG00000044951,Mylk4,"myosin light chain kinase family, member 4",3643758,GO:0000166;GO:0004672;GO:0004674;GO:0004683;GO:0004687;GO:0005524;GO:0006468;GO:0016301;GO:0016740;GO:0045214
ENSMUSG00000025716,Myo3a,myosin IIIA,2183924,GO:0000146;GO:0000166;GO:0001917;GO:0003774;GO:0003779;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005856;GO:0006468;GO:0007601;GO:0007605;GO:0016301;GO:0016459;GO:0016740;GO:0030832;GO:0032420;GO:0032426;GO:0032433;GO:0042995;GO:0051491;GO:0060088;GO:0090103
ENSMUSG00000042064,Myo3b,myosin IIIB,2448580,GO:0000146;GO:0000166;GO:0001750;GO:0001917;GO:0003774;GO:0003779;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0005856;GO:0006468;GO:0007601;GO:0007605;GO:0016301;GO:0016459;GO:0016740;GO:0030832;GO:0032420;GO:0032426;GO:0032433;GO:0042995;GO:0051491;GO:0060088;GO:0090103;GO:0106310
ENSMUSG00000029063,Nadk,NAD kinase,2183149,GO:0000166;GO:0003951;GO:0005524;GO:0005829;GO:0006741;GO:0016301;GO:0016740;GO:0019674;GO:0035774;GO:0046872
ENSMUSG00000022253,Nadk2,"NAD kinase 2, mitochondrial",1915896,GO:0000166;GO:0003951;GO:0005524;GO:0005739;GO:0005759;GO:0006741;GO:0016301;GO:0016740;GO:0016773;GO:0019674;GO:0042803
ENSMUSG00000034744,Nagk,N-acetylglucosamine kinase,1860418,GO:0000166;GO:0002376;GO:0005524;GO:0006044;GO:0006046;GO:0006048;GO:0007249;GO:0009384;GO:0016301;GO:0016740;GO:0019262;GO:0032495;GO:0038066;GO:0042742;GO:0043123;GO:0043124;GO:0045087;GO:0045127;GO:0046835;GO:0070431;GO:0070434;GO:0070534;GO:0097039;GO:0160047
ENSMUSG00000031644,Nek1,NIMA (never in mitosis gene a)-related expressed kinase 1,97303,GO:0000166;GO:0000242;GO:0001822;GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005813;GO:0005829;GO:0005856;GO:0005929;GO:0006468;GO:0006974;GO:0007283;GO:0010212;GO:0016301;GO:0016740;GO:0030030;GO:0034451;GO:0035264;GO:0046872;GO:0051301;GO:0060271;GO:0071889;GO:0106310;GO:2000001
ENSMUSG00000042567,Nek10,NIMA (never in mitosis gene a)- related kinase 10,2685128,GO:0000166;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005576;GO:0006468;GO:0016301;GO:0016740;GO:0046872;GO:0106310;GO:0120197;GO:1902749
ENSMUSG00000035032,Nek11,NIMA (never in mitosis gene a)-related expressed kinase 11,2442276,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005654;GO:0005730;GO:0006468;GO:0016301;GO:0016740;GO:0031573;GO:0035556;GO:0046872;GO:0106310;GO:1901990
ENSMUSG00000026622,Nek2,NIMA (never in mitosis gene a)-related expressed kinase 2,109359,GO:0000070;GO:0000166;GO:0000278;GO:0000775;GO:0000776;GO:0000793;GO:0000794;GO:0000922;GO:0001824;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005694;GO:0005730;GO:0005737;GO:0005813;GO:0005856;GO:0005874;GO:0005886;GO:0005929;GO:0006468;GO:0007059;GO:0015630;GO:0016301;GO:0016740;GO:0019903;GO:0030496;GO:0031981;GO:0032206;GO:0032991;GO:0036064;GO:0045171;GO:0046602;GO:0046777;GO:0046872;GO:0051225;GO:0051299;GO:0051301;GO:0051321;GO:0051988;GO:0090307;GO:0106310;GO:1903126
ENSMUSG00000031478,Nek3,NIMA (never in mitosis gene a)-related expressed kinase 3,1344371,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0006468;GO:0016301;GO:0016740;GO:0030010;GO:0030424;GO:0042995;GO:0046872;GO:0048812;GO:0051301;GO:0090043;GO:0106310
ENSMUSG00000021918,Nek4,NIMA (never in mitosis gene a)-related expressed kinase 4,1344404,GO:0000166;GO:0000278;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0005829;GO:0005929;GO:0006468;GO:0006974;GO:0016301;GO:0016740;GO:0030145;GO:0042995;GO:0045893;GO:0046872;GO:0051301;GO:0106310;GO:2000772
ENSMUSG00000037738,Nek5,NIMA (never in mitosis gene a)-related expressed kinase 5,2142824,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005575;GO:0005929;GO:0006468;GO:0016301;GO:0016740;GO:0031514;GO:0036126;GO:0042995;GO:0046872;GO:0051155;GO:0106310
ENSMUSG00000026749,Nek6,NIMA (never in mitosis gene a)-related expressed kinase 6,1891638,GO:0000166;GO:0000287;GO:0000922;GO:0001222;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005813;GO:0005829;GO:0005856;GO:0006468;GO:0006915;GO:0007059;GO:0016301;GO:0016607;GO:0016740;GO:0019894;GO:0019901;GO:0030071;GO:0031625;GO:0032991;GO:0034451;GO:0046777;GO:0046872;GO:0051301;GO:0106310;GO:0140297
