MGI symbol	Gene stable ID	UniProtKB/Swiss-Prot ID	MGI ID	Gene name	Gene description
Psme1	ENSMUSG00000022216		MGI:1096367	Psme1	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha) [Source:MGI Symbol;Acc:MGI:1096367]
Klhl17	ENSMUSG00002076083		MGI:2678948	Klhl17	kelch-like 17 [Source:MGI Symbol;Acc:MGI:2678948]
Scgb2b17	ENSMUSG00000098094		MGI:3647697	Scgb2b17	secretoglobin, family 2B, member 17 [Source:MGI Symbol;Acc:MGI:3647697]
Nfkbil1	ENSMUSG00000042419	O88995	MGI:1340031	Nfkbil1	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor like 1 [Source:MGI Symbol;Acc:MGI:1340031]
Scgb1b17	ENSMUSG00000099898		MGI:3809666	Scgb1b17	secretoglobin, family 1B, member 17 [Source:MGI Symbol;Acc:MGI:3809666]
Ttll1	ENSMUSG00000022442	Q91V51	MGI:2443047	Ttll1	tubulin tyrosine ligase-like 1 [Source:MGI Symbol;Acc:MGI:2443047]
Psme1	ENSMUSG00000022216	P97371	MGI:1096367	Psme1	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha) [Source:MGI Symbol;Acc:MGI:1096367]
Acp1	ENSMUSG00000044573		MGI:87881	Acp1	acid phosphatase 1, soluble [Source:MGI Symbol;Acc:MGI:87881]
Fyn	ENSMUSG00000019843		MGI:95602	Fyn	Fyn proto-oncogene [Source:MGI Symbol;Acc:MGI:95602]
Atp6v1g2	ENSMUSG00000024403		MGI:1913487	Atp6v1g2	ATPase, H+ transporting, lysosomal V1 subunit G2 [Source:MGI Symbol;Acc:MGI:1913487]
Ttll1	ENSMUSG00000022442		MGI:2443047	Ttll1	tubulin tyrosine ligase-like 1 [Source:MGI Symbol;Acc:MGI:2443047]
Paqr3	ENSMUSG00000055725	Q6TCG8	MGI:2679683	Paqr3	progestin and adipoQ receptor family member III [Source:MGI Symbol;Acc:MGI:2679683]
Vwc2l	ENSMUSG00000045648	Q505H4	MGI:2444069	Vwc2l	von Willebrand factor C domain-containing protein 2-like [Source:MGI Symbol;Acc:MGI:2444069]
Siglech	ENSMUSG00000051504		MGI:2443256	Siglech	sialic acid binding Ig-like lectin H [Source:MGI Symbol;Acc:MGI:2443256]
Tnfsf15	ENSMUSG00000050395		MGI:2180140	Tnfsf15	tumor necrosis factor (ligand) superfamily, member 15 [Source:MGI Symbol;Acc:MGI:2180140]
Paqr3	ENSMUSG00000055725		MGI:2679683	Paqr3	progestin and adipoQ receptor family member III [Source:MGI Symbol;Acc:MGI:2679683]
Atp6v1g2	ENSMUSG00000024403	Q9WTT4	MGI:1913487	Atp6v1g2	ATPase, H+ transporting, lysosomal V1 subunit G2 [Source:MGI Symbol;Acc:MGI:1913487]
Ubxn10	ENSMUSG00000043621	Q8BG34	MGI:2443123	Ubxn10	UBX domain protein 10 [Source:MGI Symbol;Acc:MGI:2443123]
Rps23rg1	ENSMUSG00000065952		MGI:3612471	Rps23rg1	ribosomal protein S23, retrogene 1 [Source:MGI Symbol;Acc:MGI:3612471]
Cd44	ENSMUSG00000005087		MGI:88338	Cd44	CD44 antigen [Source:MGI Symbol;Acc:MGI:88338]
Ms4a6b	ENSMUSG00000024677	Q99N09	MGI:1917024	Ms4a6b	membrane-spanning 4-domains, subfamily A, member 6B [Source:MGI Symbol;Acc:MGI:1917024]
Bik	ENSMUSG00000016758	O70337	MGI:1206591	Bik	BCL2-interacting killer [Source:MGI Symbol;Acc:MGI:1206591]
Bik	ENSMUSG00000016758		MGI:1206591	Bik	BCL2-interacting killer [Source:MGI Symbol;Acc:MGI:1206591]
Ms4a6b	ENSMUSG00000024677		MGI:1917024	Ms4a6b	membrane-spanning 4-domains, subfamily A, member 6B [Source:MGI Symbol;Acc:MGI:1917024]
Emc9	ENSMUSG00000022217		MGI:1934682	Emc9	ER membrane protein complex subunit 9 [Source:MGI Symbol;Acc:MGI:1934682]
Tln2	ENSMUSG00000052698		MGI:1917799	Tln2	talin 2 [Source:MGI Symbol;Acc:MGI:1917799]
Mcat	ENSMUSG00000048755	Q8R3F5	MGI:2388651	Mcat	malonyl CoA:ACP acyltransferase (mitochondrial) [Source:MGI Symbol;Acc:MGI:2388651]
Ms4a4d	ENSMUSG00000024678	Q99N05	MGI:1913857	Ms4a4d	membrane-spanning 4-domains, subfamily A, member 4D [Source:MGI Symbol;Acc:MGI:1913857]
Mcat	ENSMUSG00000048755		MGI:2388651	Mcat	malonyl CoA:ACP acyltransferase (mitochondrial) [Source:MGI Symbol;Acc:MGI:2388651]
Emc9	ENSMUSG00000022217	Q9DB76	MGI:1934682	Emc9	ER membrane protein complex subunit 9 [Source:MGI Symbol;Acc:MGI:1934682]
Pla2g2c	ENSMUSG00000028750		MGI:106638	Pla2g2c	phospholipase A2, group IIC [Source:MGI Symbol;Acc:MGI:106638]
Gin1	ENSMUSG00000026333	Q8K259	MGI:2182036	Gin1	gypsy retrotransposon integrase 1 [Source:MGI Symbol;Acc:MGI:2182036]
Tspo	ENSMUSG00000041736	P50637	MGI:88222	Tspo	translocator protein [Source:MGI Symbol;Acc:MGI:88222]
Tspo	ENSMUSG00000041736		MGI:88222	Tspo	translocator protein [Source:MGI Symbol;Acc:MGI:88222]
Ogt	ENSMUSG00000034160	Q8CGY8	MGI:1339639	Ogt	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase) [Source:MGI Symbol;Acc:MGI:1339639]
Sh3yl1	ENSMUSG00000020669	O08641	MGI:1346118	Sh3yl1	Sh3 domain YSC-like 1 [Source:MGI Symbol;Acc:MGI:1346118]
Ms4a6d	ENSMUSG00000024679		MGI:1916024	Ms4a6d	membrane-spanning 4-domains, subfamily A, member 6D [Source:MGI Symbol;Acc:MGI:1916024]
Gin1	ENSMUSG00000026333		MGI:2182036	Gin1	gypsy retrotransposon integrase 1 [Source:MGI Symbol;Acc:MGI:2182036]
Scgb2b18	ENSMUSG00000100058		MGI:3782872	Scgb2b18	secretoglobin, family 2B, member 18 [Source:MGI Symbol;Acc:MGI:3782872]
Scgb1b18	ENSMUSG00000101401		MGI:5578742	Scgb1b18	secretoglobin, family 1B, member 18 [Source:MGI Symbol;Acc:MGI:5578742]
Pla2g2f	ENSMUSG00000028749	Q9QZT4	MGI:1349661	Pla2g2f	phospholipase A2, group IIF [Source:MGI Symbol;Acc:MGI:1349661]
Tpcn1	ENSMUSG00000032741	Q9EQJ0	MGI:2182472	Tpcn1	two pore channel 1 [Source:MGI Symbol;Acc:MGI:2182472]
Ddx39b	ENSMUSG00000019432	Q9Z1N5	MGI:99240	Ddx39b	DEAD box helicase 39b [Source:MGI Symbol;Acc:MGI:99240]
Ttll12	ENSMUSG00000016757	Q3UDE2	MGI:3039573	Ttll12	tubulin tyrosine ligase-like family, member 12 [Source:MGI Symbol;Acc:MGI:3039573]
Ms4a2	ENSMUSG00000024680		MGI:95495	Ms4a2	membrane-spanning 4-domains, subfamily A, member 2 [Source:MGI Symbol;Acc:MGI:95495]
Pla2g2d	ENSMUSG00000041202	Q9WVF6	MGI:1341796	Pla2g2d	phospholipase A2, group IID [Source:MGI Symbol;Acc:MGI:1341796]
Ddx39b	ENSMUSG00000019432		MGI:99240	Ddx39b	DEAD box helicase 39b [Source:MGI Symbol;Acc:MGI:99240]
Ttll12	ENSMUSG00000016757		MGI:3039573	Ttll12	tubulin tyrosine ligase-like family, member 12 [Source:MGI Symbol;Acc:MGI:3039573]
Rtl6	ENSMUSG00000055745	Q505G4	MGI:2675858	Rtl6	retrotransposon Gag like 6 [Source:MGI Symbol;Acc:MGI:2675858]
Naa11	ENSMUSG00000046000	Q3UX61	MGI:2141314	Naa11	N(alpha)-acetyltransferase 11, NatA catalytic subunit [Source:MGI Symbol;Acc:MGI:2141314]
Gk2	ENSMUSG00000050553	Q9WU65	MGI:1329027	Gk2	glycerol kinase 2 [Source:MGI Symbol;Acc:MGI:1329027]
Zbtb12	ENSMUSG00000049823		MGI:88133	Zbtb12	zinc finger and BTB domain containing 12 [Source:MGI Symbol;Acc:MGI:88133]
Ggnbp2	ENSMUSG00000020530	Q5SV77	MGI:2387356	Ggnbp2	gametogenetin binding protein 2 [Source:MGI Symbol;Acc:MGI:2387356]
Ms4a2	ENSMUSG00000024680	P20490	MGI:95495	Ms4a2	membrane-spanning 4-domains, subfamily A, member 2 [Source:MGI Symbol;Acc:MGI:95495]
Cxcr3	ENSMUSG00000050232	O88410	MGI:1277207	Cxcr3	C-X-C motif chemokine receptor 3 [Source:MGI Symbol;Acc:MGI:1277207]
Gm4779	ENSMUSG00000045010		MGI:3646776	Gm4779	predicted gene 4779 [Source:MGI Symbol;Acc:MGI:3646776]
Iqcd	ENSMUSG00000029601	Q9D3V1	MGI:1922982	Iqcd	IQ motif containing D [Source:MGI Symbol;Acc:MGI:1922982]
Pla2g5	ENSMUSG00000041193		MGI:101899	Pla2g5	phospholipase A2, group V [Source:MGI Symbol;Acc:MGI:101899]
Ggnbp2	ENSMUSG00000020530		MGI:2387356	Ggnbp2	gametogenetin binding protein 2 [Source:MGI Symbol;Acc:MGI:2387356]
Prr5	ENSMUSG00000036106	Q812A5	MGI:1924714	Prr5	proline rich 5 (renal) [Source:MGI Symbol;Acc:MGI:1924714]
Ms4a3	ENSMUSG00000024681	Q920C4	MGI:2158468	Ms4a3	membrane-spanning 4-domains, subfamily A, member 3 [Source:MGI Symbol;Acc:MGI:2158468]
Psme2	ENSMUSG00000079197	P97372	MGI:1096365	Psme2	proteasome (prosome, macropain) activator subunit 2 (PA28 beta) [Source:MGI Symbol;Acc:MGI:1096365]
8030474K03Rik	ENSMUSG00000046774		MGI:2685988	8030474K03Rik	RIKEN cDNA 8030474K03 gene [Source:MGI Symbol;Acc:MGI:2685988]
Psme2	ENSMUSG00000079197		MGI:1096365	Psme2	proteasome (prosome, macropain) activator subunit 2 (PA28 beta) [Source:MGI Symbol;Acc:MGI:1096365]
Oosp2	ENSMUSG00000055895		MGI:2684945	Oosp2	oocyte secreted protein 2 [Source:MGI Symbol;Acc:MGI:2684945]
Pigw	ENSMUSG00000045140	Q8C398	MGI:1917575	Pigw	phosphatidylinositol glycan anchor biosynthesis, class W [Source:MGI Symbol;Acc:MGI:1917575]
Gm3858	ENSMUSG00000118638		MGI:3782030	Gm3858	predicted gene 3858 [Source:MGI Symbol;Acc:MGI:3782030]
Gm13030	ENSMUSG00000078518		MGI:3651765	Gm13030	predicted gene 13030 [Source:MGI Symbol;Acc:MGI:3651765]
Pdhx	ENSMUSG00000010914	Q8BKZ9	MGI:1351627	Pdhx	pyruvate dehydrogenase complex, component X [Source:MGI Symbol;Acc:MGI:1351627]
Pdhx	ENSMUSG00000010914		MGI:1351627	Pdhx	pyruvate dehydrogenase complex, component X [Source:MGI Symbol;Acc:MGI:1351627]
Oosp2	ENSMUSG00000055895	Q4FZG8	MGI:2684945	Oosp2	oocyte secreted protein 2 [Source:MGI Symbol;Acc:MGI:2684945]
Slc26a4	ENSMUSG00000020651	Q9R155	MGI:1346029	Slc26a4	solute carrier family 26, member 4 [Source:MGI Symbol;Acc:MGI:1346029]
Pla2g2e	ENSMUSG00000028751	Q9QUL3	MGI:1349660	Pla2g2e	phospholipase A2, group IIE [Source:MGI Symbol;Acc:MGI:1349660]
Oosp1	ENSMUSG00000041857	Q925U0	MGI:2149290	Oosp1	oocyte secreted protein 1 [Source:MGI Symbol;Acc:MGI:2149290]
Pla2g2e	ENSMUSG00000028751		MGI:1349660	Pla2g2e	phospholipase A2, group IIE [Source:MGI Symbol;Acc:MGI:1349660]
Oosp1	ENSMUSG00000041857		MGI:2149290	Oosp1	oocyte secreted protein 1 [Source:MGI Symbol;Acc:MGI:2149290]
Apip	ENSMUSG00000010911	Q9WVQ5	MGI:1926788	Apip	APAF1 interacting protein [Source:MGI Symbol;Acc:MGI:1926788]
Arhgap8	ENSMUSG00000078954	Q9CXP4	MGI:1920417	Arhgap8	Rho GTPase activating protein 8 [Source:MGI Symbol;Acc:MGI:1920417]
Bcap29	ENSMUSG00000020650	Q61334	MGI:101917	Bcap29	B cell receptor associated protein 29 [Source:MGI Symbol;Acc:MGI:101917]
Otud3	ENSMUSG00000041161	B1AZ99	MGI:1920412	Otud3	OTU domain containing 3 [Source:MGI Symbol;Acc:MGI:1920412]
Slc35c2	ENSMUSG00000017664		MGI:2385166	Slc35c2	solute carrier family 35, member C2 [Source:MGI Symbol;Acc:MGI:2385166]
Tbc1d8	ENSMUSG00000003134	Q9Z1A9	MGI:1927225	Tbc1d8	TBC1 domain family, member 8 [Source:MGI Symbol;Acc:MGI:1927225]
Tbc1d8	ENSMUSG00000003134		MGI:1927225	Tbc1d8	TBC1 domain family, member 8 [Source:MGI Symbol;Acc:MGI:1927225]
Oosp3	ENSMUSG00000055933	G5E8D7	MGI:2684943	Oosp3	oocyte secreted protein 3 [Source:MGI Symbol;Acc:MGI:2684943]
Rpp25l	ENSMUSG00000036114	Q99JH1	MGI:1917211	Rpp25l	ribonuclease P/MRP 25 subunit-like [Source:MGI Symbol;Acc:MGI:1917211]
Oosp3	ENSMUSG00000055933		MGI:2684943	Oosp3	oocyte secreted protein 3 [Source:MGI Symbol;Acc:MGI:2684943]
Bcdin3d	ENSMUSG00000037525	Q91YP1	MGI:1922534	Bcdin3d	BCDIN3 domain containing [Source:MGI Symbol;Acc:MGI:1922534]
Antxr2	ENSMUSG00000029338	Q6DFX2	MGI:1919164	Antxr2	anthrax toxin receptor 2 [Source:MGI Symbol;Acc:MGI:1919164]
Antxr2	ENSMUSG00000029338		MGI:1919164	Antxr2	anthrax toxin receptor 2 [Source:MGI Symbol;Acc:MGI:1919164]
Dus4l	ENSMUSG00000020648		MGI:1919166	Dus4l	dihydrouridine synthase 4 like [Source:MGI Symbol;Acc:MGI:1919166]
Cblif	ENSMUSG00000024682	P52787	MGI:1202394	Cblif	cobalamin binding intrinsic factor [Source:MGI Symbol;Acc:MGI:1202394]
Dctn3	ENSMUSG00000028447		MGI:1859251	Dctn3	dynactin 3 [Source:MGI Symbol;Acc:MGI:1859251]
Tbl1xr1	ENSMUSG00000027630	Q8BHJ5	MGI:2441730	Tbl1xr1	transducin (beta)-like 1X-linked receptor 1 [Source:MGI Symbol;Acc:MGI:2441730]
Mrpl16	ENSMUSG00000024683	Q99N93	MGI:2137219	Mrpl16	mitochondrial ribosomal protein L16 [Source:MGI Symbol;Acc:MGI:2137219]
Srpx	ENSMUSG00000090084	Q9R0M3	MGI:1858306	Srpx	sushi-repeat-containing protein [Source:MGI Symbol;Acc:MGI:1858306]
Fyn	ENSMUSG00000019843	P39688	MGI:95602	Fyn	Fyn proto-oncogene [Source:MGI Symbol;Acc:MGI:95602]
Dctn3	ENSMUSG00000028447	Q9Z0Y1	MGI:1859251	Dctn3	dynactin 3 [Source:MGI Symbol;Acc:MGI:1859251]
Rita1	ENSMUSG00000029600		MGI:1922021	Rita1	RBPJ interacting and tubulin associated 1 [Source:MGI Symbol;Acc:MGI:1922021]
Tbl1xr1	ENSMUSG00000027630		MGI:2441730	Tbl1xr1	transducin (beta)-like 1X-linked receptor 1 [Source:MGI Symbol;Acc:MGI:2441730]
Srpx	ENSMUSG00000090084		MGI:1858306	Srpx	sushi-repeat-containing protein [Source:MGI Symbol;Acc:MGI:1858306]
Bard1	ENSMUSG00000026196	O70445	MGI:1328361	Bard1	BRCA1 associated RING domain 1 [Source:MGI Symbol;Acc:MGI:1328361]
C2cd4b	ENSMUSG00000091956		MGI:1922947	C2cd4b	C2 calcium-dependent domain containing 4B [Source:MGI Symbol;Acc:MGI:1922947]
C2cd4a	ENSMUSG00000047990		MGI:3645763	C2cd4a	C2 calcium-dependent domain containing 4A [Source:MGI Symbol;Acc:MGI:3645763]
Cog5	ENSMUSG00000035933	Q8C0L8	MGI:2145130	Cog5	component of oligomeric golgi complex 5 [Source:MGI Symbol;Acc:MGI:2145130]
Rita1	ENSMUSG00000029600	Q9D1H0	MGI:1922021	Rita1	RBPJ interacting and tubulin associated 1 [Source:MGI Symbol;Acc:MGI:1922021]
Cog5	ENSMUSG00000035933		MGI:2145130	Cog5	component of oligomeric golgi complex 5 [Source:MGI Symbol;Acc:MGI:2145130]
Bmp3	ENSMUSG00000029335		MGI:88179	Bmp3	bone morphogenetic protein 3 [Source:MGI Symbol;Acc:MGI:88179]
Arid3c	ENSMUSG00000066224	A6PWV5	MGI:3650624	Arid3c	AT-rich interaction domain 3C [Source:MGI Symbol;Acc:MGI:3650624]
Arid3c	ENSMUSG00000066224		MGI:3650624	Arid3c	AT-rich interaction domain 3C [Source:MGI Symbol;Acc:MGI:3650624]
Gpr22	ENSMUSG00000044067	Q8BZL4	MGI:1920260	Gpr22	G protein-coupled receptor 22 [Source:MGI Symbol;Acc:MGI:1920260]
Gm5150	ENSMUSG00000078780		MGI:3779469	Gm5150	predicted gene 5150 [Source:MGI Symbol;Acc:MGI:3779469]
Gpr22	ENSMUSG00000044067		MGI:1920260	Gpr22	G protein-coupled receptor 22 [Source:MGI Symbol;Acc:MGI:1920260]
Bmp3	ENSMUSG00000029335	Q8BHE5	MGI:88179	Bmp3	bone morphogenetic protein 3 [Source:MGI Symbol;Acc:MGI:88179]
Camsap3	ENSMUSG00000044433	Q80VC9	MGI:1916947	Camsap3	calmodulin regulated spectrin-associated protein family, member 3 [Source:MGI Symbol;Acc:MGI:1916947]
Rnf31	ENSMUSG00000047098	Q924T7	MGI:1934704	Rnf31	ring finger protein 31 [Source:MGI Symbol;Acc:MGI:1934704]
Fam114a2	ENSMUSG00000020523	Q8VE88	MGI:1917629	Fam114a2	family with sequence similarity 114, member A2 [Source:MGI Symbol;Acc:MGI:1917629]
Cnot11	ENSMUSG00000003135	Q9CWN7	MGI:106580	Cnot11	CCR4-NOT transcription complex, subunit 11 [Source:MGI Symbol;Acc:MGI:106580]
Traf3ip2	ENSMUSG00000019842	Q8N7N6	MGI:2143599	Traf3ip2	TRAF3 interacting protein 2 [Source:MGI Symbol;Acc:MGI:2143599]
Cnot11	ENSMUSG00000003135		MGI:106580	Cnot11	CCR4-NOT transcription complex, subunit 11 [Source:MGI Symbol;Acc:MGI:106580]
Rnf31	ENSMUSG00000047098		MGI:1934704	Rnf31	ring finger protein 31 [Source:MGI Symbol;Acc:MGI:1934704]
Camsap3	ENSMUSG00000044433		MGI:1916947	Camsap3	calmodulin regulated spectrin-associated protein family, member 3 [Source:MGI Symbol;Acc:MGI:1916947]
Sigmar1	ENSMUSG00000036078	O55242	MGI:1195268	Sigmar1	sigma non-opioid intracellular receptor 1 [Source:MGI Symbol;Acc:MGI:1195268]
Mfsd4b4	ENSMUSG00000096687		MGI:3035041	Mfsd4b4	major facilitator superfamily domain containing 4B4 [Source:MGI Symbol;Acc:MGI:3035041]
Mfap3	ENSMUSG00000020522		MGI:1924068	Mfap3	microfibrillar-associated protein 3 [Source:MGI Symbol;Acc:MGI:1924068]
Faim2	ENSMUSG00000023011	Q8K097	MGI:1919643	Faim2	Fas apoptotic inhibitory molecule 2 [Source:MGI Symbol;Acc:MGI:1919643]
Ythdf3	ENSMUSG00000047213	Q8BYK6	MGI:1918850	Ythdf3	YTH N6-methyladenosine RNA binding protein 3 [Source:MGI Symbol;Acc:MGI:1918850]
Aqp2	ENSMUSG00000023013	P56402	MGI:1096865	Aqp2	aquaporin 2 [Source:MGI Symbol;Acc:MGI:1096865]
Aqp5	ENSMUSG00000044217	Q9WTY4	MGI:106215	Aqp5	aquaporin 5 [Source:MGI Symbol;Acc:MGI:106215]
Ccl27a	ENSMUSG00000073888		MGI:1343459	Ccl27a	C-C motif chemokine ligand 27A [Source:MGI Symbol;Acc:MGI:1343459]
Aqp5	ENSMUSG00000044217		MGI:106215	Aqp5	aquaporin 5 [Source:MGI Symbol;Acc:MGI:106215]
Btbd2	ENSMUSG00000003344		MGI:1933831	Btbd2	BTB domain containing 2 [Source:MGI Symbol;Acc:MGI:1933831]
Mpz	ENSMUSG00000056569		MGI:103177	Mpz	myelin protein zero [Source:MGI Symbol;Acc:MGI:103177]
Stx3	ENSMUSG00000041488	Q64704	MGI:103077	Stx3	syntaxin 3 [Source:MGI Symbol;Acc:MGI:103077]
Stx3	ENSMUSG00000041488		MGI:103077	Stx3	syntaxin 3 [Source:MGI Symbol;Acc:MGI:103077]
Polr3e	ENSMUSG00000030880	Q9CZT4	MGI:1349452	Polr3e	polymerase (RNA) III (DNA directed) polypeptide E [Source:MGI Symbol;Acc:MGI:1349452]
Irf9	ENSMUSG00000002325		MGI:107587	Irf9	interferon regulatory factor 9 [Source:MGI Symbol;Acc:MGI:107587]
Myo19	ENSMUSG00000020527	Q5SV80	MGI:1913446	Myo19	myosin XIX [Source:MGI Symbol;Acc:MGI:1913446]
Aqp6	ENSMUSG00000043144		MGI:1341204	Aqp6	aquaporin 6 [Source:MGI Symbol;Acc:MGI:1341204]
Xab2	ENSMUSG00000019470	Q9DCD2	MGI:1914689	Xab2	XPA binding protein 2 [Source:MGI Symbol;Acc:MGI:1914689]
Pcp4l1	ENSMUSG00000038370	Q6W8Q3	MGI:1913675	Pcp4l1	Purkinje cell protein 4-like 1 [Source:MGI Symbol;Acc:MGI:1913675]
Irf9	ENSMUSG00000002325	Q61179	MGI:107587	Irf9	interferon regulatory factor 9 [Source:MGI Symbol;Acc:MGI:107587]
Aqp6	ENSMUSG00000043144	Q8C4A0	MGI:1341204	Aqp6	aquaporin 6 [Source:MGI Symbol;Acc:MGI:1341204]
Xab2	ENSMUSG00000019470		MGI:1914689	Xab2	XPA binding protein 2 [Source:MGI Symbol;Acc:MGI:1914689]
Ddx54	ENSMUSG00000029599	Q8K4L0	MGI:1919240	Ddx54	DEAD box helicase 54 [Source:MGI Symbol;Acc:MGI:1919240]
Scgb2b19	ENSMUSG00000096467		MGI:3648809	Scgb2b19	secretoglobin, family 2B, member 19 [Source:MGI Symbol;Acc:MGI:3648809]
Or10v5	ENSMUSG00000048292		MGI:3031251	Or10v5	olfactory receptor family 10 subfamily V member 5 [Source:MGI Symbol;Acc:MGI:3031251]
Pet100	ENSMUSG00000087687	P0DJE0	MGI:3615306	Pet100	PET100 homolog [Source:MGI Symbol;Acc:MGI:3615306]
Or10v9	ENSMUSG00000060556		MGI:3031252	Or10v9	olfactory receptor family 10 subfamily V member 9 [Source:MGI Symbol;Acc:MGI:3031252]
Cfap73	ENSMUSG00000094282	J3QPZ5	MGI:3779542	Cfap73	cilia and flagella associated protein 73 [Source:MGI Symbol;Acc:MGI:3779542]
Scgb1b19	ENSMUSG00000095232		MGI:3646447	Scgb1b19	secretoglobin, family 1B, member 19 [Source:MGI Symbol;Acc:MGI:3646447]
Pet100	ENSMUSG00000087687		MGI:3615306	Pet100	PET100 homolog [Source:MGI Symbol;Acc:MGI:3615306]
Or10q3	ENSMUSG00000067545		MGI:3031253	Or10q3	olfactory receptor family 10 subfamily Q member 3 [Source:MGI Symbol;Acc:MGI:3031253]
Or10v1	ENSMUSG00000060878		MGI:3031254	Or10v1	olfactory receptor family 10 subfamily V member 1 [Source:MGI Symbol;Acc:MGI:3031254]
Scgb2b20	ENSMUSG00000094305		MGI:3514009	Scgb2b20	secretoglobin, family 2B, member 20 [Source:MGI Symbol;Acc:MGI:3514009]
Scgb1b20	ENSMUSG00000094978		MGI:3779681	Scgb1b20	secretoglobin, family 1B, member 20 [Source:MGI Symbol;Acc:MGI:3779681]
Slc35c2	ENSMUSG00000017664	Q8VCX2	MGI:2385166	Slc35c2	solute carrier family 35, member C2 [Source:MGI Symbol;Acc:MGI:2385166]
Mknk2	ENSMUSG00000020190	Q8CDB0	MGI:894279	Mknk2	MAP kinase-interacting serine/threonine kinase 2 [Source:MGI Symbol;Acc:MGI:894279]
Mknk2	ENSMUSG00000020190		MGI:894279	Mknk2	MAP kinase-interacting serine/threonine kinase 2 [Source:MGI Symbol;Acc:MGI:894279]
Rec8	ENSMUSG00000002324	Q8C5S7	MGI:1929645	Rec8	REC8 meiotic recombination protein [Source:MGI Symbol;Acc:MGI:1929645]
Cdr2	ENSMUSG00000030878	P97817	MGI:1100885	Cdr2	cerebellar degeneration-related 2 [Source:MGI Symbol;Acc:MGI:1100885]
Patl1	ENSMUSG00000046139	Q3TC46	MGI:2147679	Patl1	protein associated with topoisomerase II homolog 1 (yeast) [Source:MGI Symbol;Acc:MGI:2147679]
Mob3a	ENSMUSG00000003348	Q8BSU7	MGI:3050117	Mob3a	MOB kinase activator 3A [Source:MGI Symbol;Acc:MGI:3050117]
Znhit3	ENSMUSG00000020526	Q9CQK1	MGI:3051596	Znhit3	zinc finger, HIT type 3 [Source:MGI Symbol;Acc:MGI:3051596]
Cdr2	ENSMUSG00000030878		MGI:1100885	Cdr2	cerebellar degeneration-related 2 [Source:MGI Symbol;Acc:MGI:1100885]
Mob3a	ENSMUSG00000003348		MGI:3050117	Mob3a	MOB kinase activator 3A [Source:MGI Symbol;Acc:MGI:3050117]
Pcp2	ENSMUSG00000004630		MGI:97508	Pcp2	Purkinje cell protein 2 (L7) [Source:MGI Symbol;Acc:MGI:97508]
Patl1	ENSMUSG00000046139		MGI:2147679	Patl1	protein associated with topoisomerase II homolog 1 (yeast) [Source:MGI Symbol;Acc:MGI:2147679]
Scgb2b21	ENSMUSG00000099900		MGI:3648283	Scgb2b21	secretoglobin, family 2B, member 21 [Source:MGI Symbol;Acc:MGI:3648283]
Pdyn	ENSMUSG00000027400		MGI:97535	Pdyn	prodynorphin [Source:MGI Symbol;Acc:MGI:97535]
Pcp2	ENSMUSG00000004630	P12660	MGI:97508	Pcp2	Purkinje cell protein 2 (L7) [Source:MGI Symbol;Acc:MGI:97508]
Abca12	ENSMUSG00000050296	E9Q876	MGI:2676312	Abca12	ATP-binding cassette, sub-family A member 12 [Source:MGI Symbol;Acc:MGI:2676312]
Stk35	ENSMUSG00000037885	Q80ZW0	MGI:1914583	Stk35	serine/threonine kinase 35 [Source:MGI Symbol;Acc:MGI:1914583]
Stk35	ENSMUSG00000037885		MGI:1914583	Stk35	serine/threonine kinase 35 [Source:MGI Symbol;Acc:MGI:1914583]
Osbp	ENSMUSG00000024687	Q3B7Z2	MGI:97447	Osbp	oxysterol binding protein [Source:MGI Symbol;Acc:MGI:97447]
Or4d11	ENSMUSG00000067529		MGI:3031257	Or4d11	olfactory receptor family 4 subfamily D member 11 [Source:MGI Symbol;Acc:MGI:3031257]
Or4d10b	ENSMUSG00000067528		MGI:3031258	Or4d10b	olfactory receptor family 4 subfamily D member 10B [Source:MGI Symbol;Acc:MGI:3031258]
Tgm3	ENSMUSG00000027401	Q08189	MGI:98732	Tgm3	transglutaminase 3, E polypeptide [Source:MGI Symbol;Acc:MGI:98732]
Pam	ENSMUSG00000026335		MGI:97475	Pam	peptidylglycine alpha-amidating monooxygenase [Source:MGI Symbol;Acc:MGI:97475]
Izumo4	ENSMUSG00000055862	D3Z690	MGI:1918814	Izumo4	IZUMO family member 4 [Source:MGI Symbol;Acc:MGI:1918814]
Izumo4	ENSMUSG00000055862		MGI:1918814	Izumo4	IZUMO family member 4 [Source:MGI Symbol;Acc:MGI:1918814]
Galnt10	ENSMUSG00000020520	Q6P9S7	MGI:1890480	Galnt10	polypeptide N-acetylgalactosaminyltransferase 10 [Source:MGI Symbol;Acc:MGI:1890480]
Galnt10	ENSMUSG00000020520		MGI:1890480	Galnt10	polypeptide N-acetylgalactosaminyltransferase 10 [Source:MGI Symbol;Acc:MGI:1890480]
Hbp1	ENSMUSG00000002996		MGI:894659	Hbp1	high mobility group box transcription factor 1 [Source:MGI Symbol;Acc:MGI:894659]
Sort1	ENSMUSG00000068747	Q6PHU5	MGI:1338015	Sort1	sortilin 1 [Source:MGI Symbol;Acc:MGI:1338015]
