HGNC_symbol,HGNC_ID,Ensembl_ID,Ensembl_ID_status,Name_hgnc,Group_hgnc,Group_ID_hgnc,Status_hgnc,Locus_type_hgnc,DBD_lambert,TF_assessment_lambert,InLambert,GO_TF_biomart,InGO_TF,JASPAR_matrix_ids,InJASPAR,Mouse_Symbol,Ensembl_Mouse
ONECUT2,,ENSG00000119547,confirmed,,Lambert TF Census (not in HGNC groups),,,,CUT; Homeodomain,Known motif,Y,GO:0003677;GO:0005634;GO:0005654;GO:0015629;GO:0000978;GO:0000981;GO:0006357;GO:0000785;GO:1990837;GO:0001228;GO:0045944;GO:0009887;GO:0007179;GO:0016477;GO:1905319;GO:0001889;GO:0001952;GO:0002064;GO:0009653;GO:0030512;GO:0031016;GO:0031018;GO:0045165;GO:0048935;GO:0060271;GO:1905322;GO:0003700,Y,,N,Onecut2,ENSMUSG00000045991
ONECUT3,,ENSG00000205922,confirmed,,Lambert TF Census (not in HGNC groups),,,,CUT; Homeodomain,Known motif,Y,GO:0003677;GO:0005634;GO:0005515;GO:0000978;GO:0000981;GO:0006357;GO:0000785;GO:1990837;GO:0000977;GO:0001228;GO:0003700;GO:0045944;GO:0005667,Y,,N,Onecut3,ENSMUSG00000045518
OSR1,,ENSG00000143867,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0008270;GO:0043066;GO:0000981;GO:0010628;GO:0007507;GO:0000122;GO:0000977;GO:0000785;GO:1990837;GO:0030154;GO:0048863;GO:0001823;GO:0050679;GO:0045944;GO:0030501;GO:0005829;GO:0060021;GO:0030857;GO:0035115;GO:0035116;GO:0042733;GO:0072498;GO:0042474;GO:0072162;GO:0001657;GO:0007389;GO:0060272;GO:0042476;GO:0072075;GO:0072166;GO:0072207;GO:0001655;GO:2000543;GO:0036023;GO:0048793;GO:0072111;GO:0072180;GO:0072208;GO:0005938;GO:0002062;GO:0001656;GO:0008406;GO:0048389;GO:0141110;GO:0034763;GO:0035725;GO:0071300;GO:0072133;GO:0072143;GO:0072168;GO:0072169;GO:0072183;GO:0072184;GO:0072190;GO:0072234;GO:0072239;GO:0072259;GO:0072268;GO:0090094;GO:1902306,Y,,N,Osr1,ENSMUSG00000048387
OSR2,,ENSG00000164920,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0005515;GO:0008270;GO:0045893;GO:0000981;GO:0043565;GO:0010628;GO:1990837;GO:0008284;GO:0000122;GO:0001656;GO:0000977;GO:0060349;GO:0030154;GO:0001228;GO:0001823;GO:0050679;GO:0045944;GO:0030501;GO:0009792;GO:0060021;GO:0035115;GO:0035116;GO:0042733;GO:0072498;GO:0042474;GO:0007389;GO:0060272;GO:0061029;GO:0042476;GO:0048704;GO:0036023;GO:0033687;GO:0001655;GO:0002062;GO:0048793;GO:0060322;GO:0008283;GO:0072089;GO:2000648,Y,,N,Osr2,ENSMUSG00000022330
OTP,,ENSG00000171540,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0000981;GO:0005634;GO:0007399;GO:0005654;GO:0001650;GO:0005515;GO:0016604;GO:0030154;GO:0000785;GO:0001227;GO:0000122;GO:0030182;GO:0000977;GO:0007405;GO:0002052;GO:0021879;GO:0021979;GO:0021985;GO:0061101;GO:0071542,Y,,N,Otp,ENSMUSG00000021685
OTX1,,ENSG00000115507,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0005634;GO:0003700;GO:0007275;GO:0000981;GO:0005515;GO:0000978;GO:0006357;GO:0000785;GO:1990837;GO:0001228;GO:0045944;GO:0009952;GO:0022037;GO:0030900;GO:0030901;GO:0042472;GO:0048852,Y,,N,Otx1,ENSMUSG00000005917
OTX2,,ENSG00000165588,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0005634;GO:0003700;GO:0007275;GO:0000981;GO:0030426;GO:0045893;GO:0005515;GO:0001228;GO:0045944;GO:0032991;GO:0000978;GO:0006357;GO:0000785;GO:0030900;GO:0008589;GO:1990837;GO:0065003;GO:0007411;GO:0030901;GO:0008190;GO:0040019;GO:0071542;GO:0040036;GO:0090009;GO:2000543,Y,,N,Otx2,ENSMUSG00000021848
OVOL1,,ENSG00000172818,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:1990837;GO:0009913;GO:0043616;GO:0044771;GO:0072089;GO:0000122;GO:0001822;GO:0007283;GO:0007498;GO:0008544;GO:0010839;GO:0043588;GO:0051729;GO:1901994;GO:2000647;GO:0001227,Y,,N,Ovol1,ENSMUSG00000024922
OVOL2,,ENSG00000125850,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0010629;GO:0005634;GO:0051241;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0045944;GO:0009968;GO:0000978;GO:0000981;GO:0000122;GO:0006357;GO:0045892;GO:0045616;GO:0045596;GO:0010837;GO:0010719;GO:1990837;GO:0001227;GO:0009913;GO:0010628;GO:0000976;GO:0010944;GO:0030512;GO:0051726;GO:0120162;GO:0070343;GO:0060392;GO:0045746;GO:0008283;GO:0001525;GO:0001755;GO:0001842;GO:0001947;GO:0007507;GO:0008285;GO:0008544;GO:0009953;GO:0045618;GO:0048557;GO:0060214;GO:0060347;GO:0060716;GO:2000647;GO:0001228;GO:0003682;GO:0045617,Y,,N,Ovol2,ENSMUSG00000037279
OVOL3,,ENSG00000105261,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0051241;GO:0046872;GO:0003677;GO:0008270;GO:0009968;GO:0000978;GO:0000981;GO:0006357;GO:0045892;GO:0045616;GO:0000785;GO:0045596;GO:0010837;GO:0009913,Y,,N,Ovol3,ENSMUSG00000100512
PA2G4,,ENSG00000170515,lambert,,Lambert TF Census (not in HGNC groups),,,,Unknown,Likely to be sequence specific TF,Y,,N,,N,Pa2g4,ENSMUSG00000025364
PASD1,,ENSG00000166049,biomart,,BioMart GO:0003700 (not in HGNC groups),,,,,,,GO:0000981;GO:0032922;GO:0005634;GO:0016607;GO:0048511;GO:0010468;GO:0006357;GO:0045892;GO:0140297;GO:0042754;GO:0140416;GO:1990513;GO:1990512,Y,,N,Pasd1,ENSMUSG00000073130
PATZ1,,ENSG00000100105,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF; AT hook,Known motif,Y,,N,,N,Patz1,ENSMUSG00000020453
PAX1,,ENSG00000125813,confirmed,,Lambert TF Census (not in HGNC groups),,,,Paired box,Known motif,Y,GO:0003677;GO:0006355;GO:0005634;GO:0000978;GO:0000981;GO:0006357;GO:0000785;GO:1990837;GO:0006366;GO:0001501;GO:0009792,Y,,N,Pax1,ENSMUSG00000037034
PAX2,,ENSG00000075891,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain; Paired box,Known motif,Y,GO:0003677;GO:0006355;GO:0005634;GO:0005654;GO:0005515;GO:0043066;GO:0030154;GO:0045893;GO:0045944;GO:0032991;GO:0000978;GO:0000981;GO:0006357;GO:0045892;GO:0048513;GO:0000976;GO:0003700;GO:0048731;GO:0001658;GO:0071333;GO:0001843;GO:0000785;GO:0043010;GO:0003337;GO:0000987;GO:1990837;GO:0007399;GO:0048863;GO:0001823;GO:0043069;GO:0007601;GO:0071300;GO:0050679;GO:0008134;GO:0001709;GO:0010001;GO:0007409;GO:0007423;GO:0042472;GO:0090103;GO:0072162;GO:0032993;GO:0005815;GO:0034451;GO:0072189;GO:2000378;GO:0072300;GO:0072179;GO:0021631;GO:0060231;GO:0072075;GO:0072207;GO:0048854;GO:0001655;GO:0007501;GO:0048793;GO:0072289;GO:0090102;GO:0072205;GO:0002072;GO:0003406;GO:0021554;GO:0021633;GO:0021650;GO:0035566;GO:0035799;GO:0039003;GO:0061360;GO:0072108;GO:0072221;GO:0072305;GO:0072307;GO:1900212;GO:1900215;GO:1900218;GO:2000594;GO:2000597,Y,,N,Pax2,ENSMUSG00000004231
PAX3,,ENSG00000135903,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain; Paired box,Known motif,Y,GO:0003677;GO:0006355;GO:0000981;GO:0005634;GO:0007399;GO:0005654;GO:0005515;GO:0000978;GO:0006357;GO:0009653;GO:0007517;GO:0000785;GO:1990837;GO:0003700;GO:0009887;GO:0006915;GO:0043565;GO:0045893;GO:0007605;GO:0045944,Y,,N,Pax3,ENSMUSG00000004872
PAX4,,ENSG00000106331,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain; Paired box,Known motif,Y,GO:0003677;GO:0006355;GO:0000981;GO:0005634;GO:0030154;GO:0000978;GO:0006357;GO:0003690;GO:0048513;GO:0000785;GO:0005654;GO:1990837;GO:0007420;GO:0009887;GO:0003309;GO:0007423;GO:0030900;GO:0060041;GO:0000122;GO:0030858;GO:0045595;GO:0001227;GO:0007623;GO:0009410;GO:0043066;GO:0045892;GO:0051591,Y,,N,Pax4,ENSMUSG00000029706
PAX5,,ENSG00000196092,confirmed,,Lambert TF Census (not in HGNC groups),,,,Paired box,Known motif,Y,GO:0003677;GO:0006355;GO:0005634;GO:0007399;GO:0005654;GO:0005515;GO:0030154;GO:0007283;GO:0000978;GO:0000981;GO:0006357;GO:0000785;GO:0006366;GO:0007423;GO:0000122;GO:0021670;GO:0021987;GO:0030534;GO:0035914;GO:0048701;GO:0001228;GO:0003700;GO:0030183;GO:0045944,Y,,N,Pax5,ENSMUSG00000014030
PAX6,,ENSG00000007372,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain; Paired box,Known motif,Y,GO:0003677;GO:0006355;GO:0000981;GO:0010628;GO:0005634;GO:0005737;GO:0005829;GO:0005654;GO:0005515;GO:0030154;GO:0045893;GO:0000122;GO:0000978;GO:0045944;GO:0006357;GO:0000976;GO:0009653;GO:0000785;GO:0007417;GO:0050877;GO:0003322;GO:0043010;GO:0009611;GO:1990837;GO:0001228;GO:0007420;GO:0007601;GO:0070412;GO:0003700;GO:0009887;GO:0019901;GO:1902895;GO:0001654;GO:0003309;GO:0007423;GO:0030900;GO:0060041;GO:0007399;GO:0001221;GO:0021517;GO:0035035;GO:0048663;GO:0001568;GO:0042593;GO:0050768;GO:0061072;GO:0061303;GO:0048731;GO:0006366;GO:0007405;GO:0008283;GO:0030855;GO:0061351;GO:0000132;GO:0001709;GO:0001764;GO:0002052;GO:0002088;GO:0003002;GO:0007224;GO:0007406;GO:0007409;GO:0007411;GO:0007435;GO:0009786;GO:0009950;GO:0009952;GO:0009953;GO:0010467;GO:0010468;GO:0021520;GO:0021521;GO:0021543;GO:0021778;GO:0021796;GO:0021798;GO:0021902;GO:0021905;GO:0021917;GO:0021978;GO:0021983;GO:0021986;GO:0023019;GO:0030216;GO:0030334;GO:0030858;GO:0032808;GO:0042462;GO:0045165;GO:0045664;GO:0045665;GO:0048505;GO:0048596;GO:0048708;GO:0050680;GO:0050767;GO:1990830;GO:2000178;GO:0000979;GO:0001227;GO:0003682;GO:0003723;GO:0031490;GO:0031625;GO:0043565;GO:0070410;GO:0071837;GO:0006338;GO:0021987;GO:0030182;GO:0016020;GO:0009888,Y,,N,Pax6,ENSMUSG00000027168
PAX7,,ENSG00000009709,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain; Paired box,Known motif,Y,GO:0003677;GO:0006355;GO:0000981;GO:0005634;GO:0006357;GO:0009653;GO:0007517;GO:0000978;GO:0003700;GO:0000785;GO:1990837;GO:0007399;GO:0043066;GO:0006366;GO:0006338;GO:0007519;GO:0010453;GO:0010468;GO:0014813;GO:0021527;GO:0021904;GO:0043403;GO:0045944;GO:0048663;GO:0048706;GO:0051216;GO:0060415;GO:1902275;GO:2000288;GO:0043565;GO:0014816;GO:0005515,Y,,N,Pax7,ENSMUSG00000028736
PAX8,,ENSG00000125618,confirmed,,Lambert TF Census (not in HGNC groups),,,,Paired box,Known motif,Y,GO:0003677;GO:0006355;GO:0005634;GO:0005654;GO:0005515;GO:0030154;GO:0045893;GO:0042981;GO:0000978;GO:0045944;GO:0000981;GO:0006357;GO:0001822;GO:0000976;GO:0003700;GO:0007417;GO:0001658;GO:0006351;GO:0090190;GO:0038194;GO:0000785;GO:0003337;GO:1990837;GO:0007399;GO:0001823;GO:0030878;GO:0009653;GO:0007423;GO:0042472;GO:2000611;GO:0004996;GO:0071371;GO:0072207;GO:0072284;GO:0001655;GO:0048793;GO:0072289;GO:0039003;GO:0072108;GO:0072221;GO:0072305;GO:0072307;GO:1900212;GO:1900215;GO:1900218;GO:2000594;GO:0071599;GO:0072278;GO:2000612;GO:0001656;GO:0030855;GO:0003281;GO:0010667;GO:0072050;GO:0072073;GO:0072164,Y,,N,Pax8,ENSMUSG00000026976
PAX9,,ENSG00000198807,confirmed,,Lambert TF Census (not in HGNC groups),,,,Paired box,Known motif,Y,GO:0003677;GO:0006355;GO:0005634;GO:0005654;GO:0005515;GO:0005730;GO:0000978;GO:0000981;GO:0006357;GO:0045892;GO:0000785;GO:1990837;GO:0007492;GO:0042476;GO:0042481;GO:0060325;GO:0071363;GO:0000977;GO:0001228;GO:0045944,Y,,N,Pax9,ENSMUSG00000001497
PBX1,,ENSG00000185630,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0005634;GO:0003700;GO:0000981;GO:0005737;GO:0006694;GO:0005654;GO:0005515;GO:0030154;GO:0001222;GO:0045944;GO:0043565;GO:1990837;GO:0000976;GO:0140297;GO:0005667;GO:0000785;GO:0007548;GO:0048666;GO:0001654;GO:0007420;GO:0009887;GO:0001221;GO:0043433;GO:0001779;GO:0000977;GO:0090575;GO:0048568;GO:0000086;GO:0008283;GO:0072089;GO:0001655;GO:0001658;GO:0009952;GO:0009954;GO:0010971;GO:0030278;GO:0030325;GO:0030326;GO:0035162;GO:0042127;GO:0045665;GO:0048536;GO:0048538;GO:0048706;GO:2000648;GO:0000978;GO:0001228;GO:0006357;GO:0003712,Y,,N,Pbx1,ENSMUSG00000052534
PBX2,,ENSG00000204304,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0005634;GO:0003700;GO:0000981;GO:0005515;GO:0009954;GO:0030326;GO:0045944;GO:0003682;GO:0005667;GO:0140297;GO:0000785;GO:0001228;GO:0048666;GO:0001654;GO:0007420;GO:0009887;GO:0000977;GO:0048568,Y,,N,Pbx2,ENSMUSG00000034673
PBX3,,ENSG00000167081,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0005634;GO:0003700;GO:0000981;GO:0000785;GO:0048666;GO:0001654;GO:0007420;GO:0009887;GO:0048568;GO:0007387;GO:0007388;GO:0002087;GO:0007585;GO:0008344;GO:0021516;GO:0000978;GO:0001228;GO:0043565;GO:0045944;GO:0005667;GO:0005515,Y,,N,Pbx3,ENSMUSG00000038718
PBX4,,ENSG00000105717,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0005634;GO:0003700;GO:0005515;GO:0006357;GO:0000981;GO:0000785;GO:0048666;GO:0001654;GO:0007420;GO:0009887;GO:0045893;GO:0043565;GO:0048568;GO:0001741,Y,,N,Pbx4,ENSMUSG00000031860
PCBP1,,ENSG00000169564,biomart,,BioMart GO:0003700 (not in HGNC groups),,,,,,,GO:0003723;GO:0003676;GO:0005737;GO:0005634;GO:0016607;GO:0016020;GO:0005829;GO:0005654;GO:0003677;GO:0005515;GO:0070062;GO:1990904;GO:0036464;GO:0003729;GO:0039694;GO:0003697;GO:0045296;GO:0045944;GO:0000981;GO:0098847;GO:0014069,Y,,N,Pcbp1,ENSMUSG00000051695
PCGF2,,ENSG00000277258,lambert,,Lambert TF Census (not in HGNC groups),,,,Unknown,Likely to be sequence specific TF,Y,,N,,N,Pcgf2,ENSMUSG00000018537
PCGF6,,ENSG00000156374,lambert,,Lambert TF Census (not in HGNC groups),,,,Unknown,Likely to be sequence specific TF,Y,,N,,N,Pcgf6,ENSMUSG00000025050
PDX1,,ENSG00000139515,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0005634;GO:0003700;GO:0000981;GO:0005737;GO:0005654;GO:0005829;GO:0045944;GO:0000978;GO:0043565;GO:0006357;GO:0000785;GO:0032024;GO:1990837;GO:0001228;GO:0006366;GO:0061629;GO:0009887;GO:0006091;GO:0003309;GO:0010255;GO:0008283;GO:0030073;GO:0044342;GO:0050673;GO:0070059;GO:0097050;GO:0000122;GO:0001889;GO:0006006;GO:0008285;GO:0016331;GO:0031016;GO:0031017;GO:0031018;GO:0035774;GO:0035883;GO:0042127;GO:0042593;GO:0045893;GO:0048565;GO:0050680;GO:1902236;GO:1904692;GO:2000675;GO:0003682;GO:0044877;GO:1990841;GO:0006351;GO:0007224;GO:0008284;GO:0009410;GO:0009749;GO:0010040;GO:0010157;GO:0010468;GO:0030154;GO:0031100;GO:0031667;GO:0033273;GO:0033993;GO:0034097;GO:0035094;GO:0043201;GO:0043279;GO:0045892;GO:0048863;GO:0051384;GO:0060290;GO:0070542;GO:1904102;GO:0016607,Y,,N,Pdx1,ENSMUSG00000029644
PEG3,,ENSG00000198300,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0005737;GO:0006915;GO:0046872;GO:0008270;GO:0005776;GO:0010468;GO:0000122;GO:0045944;GO:0000981;GO:0006357;GO:0000977,Y,,N,Peg3,ENSMUSG00000002265
PGBD1,,ENSG00000137338,biomart,,BioMart GO:0003700 (not in HGNC groups),,,,,,,GO:0016020;GO:0005515;GO:0042802;GO:0043565;GO:0003700;GO:0006357,Y,,N,Pgbd1,ENSMUSG00000055313
PGR,HGNC:8910,ENSG00000082175,confirmed,progesterone receptor,Nuclear receptor subfamily 3 group C,2076,Approved,gene with protein product,Nuclear receptor,Known motif,Y,GO:0003677;GO:0003707;GO:0008270;GO:0006355;GO:0005634;GO:0005496;GO:0043401;GO:0003700;GO:0043565;GO:0005737;GO:0005102;GO:0005886;GO:0016020;GO:0019899;GO:0046872;GO:0005739;GO:0005741;GO:0005515;GO:0005654;GO:0008289;GO:0042802;GO:0006357;GO:0010629;GO:1990837;GO:0000785;GO:0000981;GO:0000978;GO:0005829;GO:0001228;GO:0045944;GO:0007165;GO:0007267;GO:0010628;GO:0004879;GO:0050847;GO:0034056;GO:0051117;GO:0030518;GO:0001542;GO:0002070;GO:0002071;GO:0030879;GO:0038001;GO:0048286;GO:0050678;GO:0060748;GO:0001223;GO:0051457,Y,,N,Pgr,ENSMUSG00000031870
PHF1,,ENSG00000112511,lambert,,Lambert TF Census (not in HGNC groups),,,,Unknown,Known motif,Y,,N,,N,Phf1,ENSMUSG00000024193
PHF19,,ENSG00000119403,lambert,,Lambert TF Census (not in HGNC groups),,,,Unknown,Likely to be sequence specific TF,Y,,N,,N,Phf19,ENSMUSG00000026873
PHF20,,ENSG00000025293,lambert,,Lambert TF Census (not in HGNC groups),,,,AT hook,Likely to be sequence specific TF,Y,,N,,N,Phf20,ENSMUSG00000038116
PHF21A,,ENSG00000135365,lambert,,Lambert TF Census (not in HGNC groups),,,,AT hook,Likely to be sequence specific TF,Y,,N,,N,Phf21a,ENSMUSG00000058318
PHOX2A,,ENSG00000165462,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0000981;GO:0005634;GO:0005515;GO:0045944;GO:0006357;GO:1990837;GO:0000977;GO:0000785;GO:0048666;GO:0003700;GO:0003357;GO:0021523;GO:0021703;GO:0030901;GO:0043576;GO:0048485;GO:0048486;GO:0001228;GO:0021623;GO:0021642;GO:0071542,Y,,N,Phox2a,ENSMUSG00000007946
PHOX2B,,ENSG00000109132,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0000981;GO:0005634;GO:0005654;GO:0010468;GO:0045944;GO:0006357;GO:1990837;GO:0000977;GO:0000785;GO:0000978;GO:0001228;GO:0048666;GO:0071773;GO:0010971;GO:0120162;GO:0001764;GO:1901166;GO:0003357;GO:0071542;GO:0048484;GO:0061549;GO:0003358;GO:0048839;GO:0021533;GO:0003360;GO:0048485;GO:0002087;GO:0008283;GO:0044342;GO:0010001;GO:0021934;GO:0030182;GO:0035914;GO:0045665;GO:0045666;GO:0048468;GO:0048894;GO:0097475;GO:1904691;GO:0014823;GO:0021723;GO:0048483;GO:0048486;GO:0051899;GO:0060541;GO:0061452;GO:0071244,Y,,N,Phox2b,ENSMUSG00000012520
PIN1,,ENSG00000127445,lambert,,Lambert TF Census (not in HGNC groups),,,,MBD,Likely to be sequence specific TF,Y,,N,,N,Pin1,ENSMUSG00000032171
PITX1,,ENSG00000069011,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0003700;GO:0000981;GO:0005634;GO:0005515;GO:0000978;GO:0006357;GO:0000785;GO:0009653;GO:0061629;GO:1990837;GO:0001501;GO:0014707;GO:0021983;GO:0035137;GO:0045944;GO:0048625;GO:0051216;GO:0001228;GO:0035116;GO:0045892;GO:0005737;GO:0005667,Y,,N,Pitx1,ENSMUSG00000021506
PITX2,,ENSG00000164093,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0003700;GO:0000981;GO:0005515;GO:0005634;GO:0005737;GO:0005654;GO:0000978;GO:0006357;GO:0048731;GO:0000785;GO:0009653;GO:0009887;GO:1990837;GO:0008284;GO:0042803;GO:0045944;GO:0000122;GO:0061629;GO:0000976;GO:0007368;GO:0003151;GO:0061072;GO:0043021;GO:0005667;GO:0035315;GO:0042476;GO:0043010;GO:0003253;GO:0051219;GO:0048536;GO:0070986;GO:0001569;GO:0001570;GO:0001701;GO:0001764;GO:0002074;GO:0003171;GO:0003350;GO:0007507;GO:0007519;GO:0016055;GO:0021763;GO:0021855;GO:0021983;GO:0030324;GO:0030334;GO:0031076;GO:0035116;GO:0035886;GO:0042127;GO:0045893;GO:0048557;GO:0048738;GO:0055007;GO:0055009;GO:0055015;GO:0055123;GO:0060412;GO:0060460;GO:0060577;GO:0060578;GO:0061031;GO:0061325;GO:0003682;GO:0031490;GO:0043565;GO:0035993;GO:0060126;GO:0060127;GO:0060971;GO:0042802;GO:0140297;GO:0001227,Y,,N,Pitx2,ENSMUSG00000028023
PITX3,,ENSG00000107859,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0003700;GO:0000981;GO:0005634;GO:0045893;GO:0000978;GO:0006357;GO:0000785;GO:0009653;GO:1990837;GO:0030901;GO:0071542;GO:0009887;GO:0007626;GO:0010468;GO:0048666;GO:0001228;GO:0002088;GO:0002089;GO:0014014;GO:0035902;GO:0042220;GO:0043525;GO:0045944;GO:0050768;GO:0070306;GO:1904313;GO:1904935;GO:1990792,Y,,N,Pitx3,ENSMUSG00000025229
PKNOX1,,ENSG00000160199,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0005634;GO:0005829;GO:0005515;GO:0000981;GO:0000785;GO:1990837;GO:0001525;GO:0006366;GO:0003700;GO:0006357;GO:0030097;GO:0030217;GO:0030218;GO:0043010;GO:0045944;GO:0000978;GO:0003682;GO:0043565;GO:0005737;GO:0005667,Y,,N,Pknox1,ENSMUSG00000006705
PKNOX2,,ENSG00000165495,lambert,,Lambert TF Census (not in HGNC groups),,,,Homeodomain,Known motif,Y,,N,,N,Pknox2,ENSMUSG00000035934
PLAG1,,ENSG00000181690,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0005737;GO:0016607;GO:0005829;GO:0005654;GO:0046872;GO:0003677;GO:0008270;GO:0005813;GO:0016604;GO:0001228;GO:0000978;GO:0000981;GO:0000977;GO:0006355;GO:0045944;GO:0003700;GO:0022612;GO:0035264;GO:0035265;GO:0060736;GO:0010628;GO:0010629;GO:0060252,Y,,N,Plag1,ENSMUSG00000003282
PLAGL1,,ENSG00000118495,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0003677;GO:0008270;GO:0045944;GO:0043565;GO:0003700,Y,,N,Plagl1,ENSMUSG00000019817
PLAGL2,,ENSG00000126003,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0001228;GO:0000981;GO:0043565;GO:0006357;GO:0003700;GO:0006629;GO:0009791;GO:0034378;GO:0045944;GO:2001244,Y,,N,Plagl2,ENSMUSG00000051413
PLSCR1,,ENSG00000188313,lambert,,Lambert TF Census (not in HGNC groups),,,,Unknown,Likely to be sequence specific TF,Y,,N,,N,Plscr2,ENSMUSG00000032372
POGK,,ENSG00000143157,lambert,,Lambert TF Census (not in HGNC groups),,,,Brinker,Likely to be sequence specific TF,Y,,N,,N,Pogk,ENSMUSG00000040596
POU1F1,HGNC:9210,ENSG00000064835,confirmed,POU class 1 homeobox 1,POU class homeoboxes and pseudogenes,523,Approved,gene with protein product,Homeodomain; POU,Known motif,Y,GO:0003677;GO:0006355;GO:0003700;GO:0000981;GO:0005634;GO:0005829;GO:0005654;GO:0005515;GO:0045944;GO:0000978;GO:0043565;GO:0006357;GO:0000785;GO:0061629;GO:1990837;GO:0008285;GO:0001228;GO:0106222;GO:0000122;GO:0021984;GO:0045893,Y,,N,Pou1f1,ENSMUSG00000004842
POU2AF1,,ENSG00000110777,lambert,,Lambert TF Census (not in HGNC groups),,,,Unknown,Known motif,Y,,N,,N,Pou2af1,ENSMUSG00000032053
POU2F1,HGNC:9212,ENSG00000143190,confirmed,POU class 2 homeobox 1,POU class homeoboxes and pseudogenes,523,Approved,gene with protein product,Homeodomain; POU,Known motif,Y,GO:0003677;GO:0006355;GO:0005634;GO:0003700;GO:0000981;GO:0005783;GO:0005654;GO:0005515;GO:0042802;GO:0000978;GO:0043565;GO:0006357;GO:0045892;GO:0000785;GO:0001228;GO:0045944;GO:1902895;GO:0000979;GO:0090575,Y,,N,Pou2f1,ENSMUSG00000026565
POU2F2,HGNC:9213,ENSG00000028277,confirmed,POU class 2 homeobox 2,POU class homeoboxes and pseudogenes,523,Approved,gene with protein product,Homeodomain; POU,Known motif,Y,GO:0003677;GO:0006355;GO:0005634;GO:0003700;GO:0000981;GO:0005654;GO:0002335;GO:0045893;GO:0048469;GO:0000976;GO:0000978;GO:0001228;GO:0015606;GO:0019904;GO:0043565;GO:0015848;GO:0032755;GO:0045944;GO:0098586;GO:1903711;GO:0005737;GO:0006357;GO:0000785;GO:1990837;GO:0006959;GO:0005515,Y,,N,Pou2f2,ENSMUSG00000008496
